locus	isoform
1	ENST00000490502.1_5
1	ENST00000645670.1_1
1	ENST00000414809.7_1
1	ENST00000372359.10_2
1	ENST00000498139.6_1
1	ENST00000446167.1
1	ENST00000412378.1
1	ENST00000372343.8_2
1	ENST00000476260.1_1
1	ENST00000255108.8_2
1	ENST00000527567.1_1
1	ENST00000534655.1_1
1	ENST00000459879.1_1
1	ENST00000532642.5_1
1	ENST00000236067.8_1
1	ENST00000472174.7_2
1	ENST00000473485.5_1
1	ENST00000498543.1_1
1	ENST00000372324.5_1
1	ENST00000356836.10_1
1	ENST00000481924.1_1
1	ENST00000486064.5_1
1	ENST00000372318.8_3
1	ENST00000463846.5_1
1	ENST00000490563.5_1
1	ENST00000490064.5_1
1	ENST00000479055.5_1
1	ENST00000673836.1_1
1	ENST00000372289.7_3
1	ENST00000475794.5_1
1	ENST00000471829.5_1
1	ENST00000315913.9_2
1	ENST00000488433.5_1
1	ENST00000483741.1_1
1	ENST00000462341.1_2
1	ENST00000355387.6_1
1	ENST00000471494.5_1
1	ENST00000474956.1_1
1	ENST00000444751.5_2
1	ENST00000452259.5_1
1	ENST00000480574.1_1
1	ENST00000396651.8_2
1	ENST00000372207.4_3
1	ENST00000484564.1_2
1	ENST00000651476.1_1
1	ENST00000460334.5_2
1	ENST00000462388.5_2
1	ENST00000470256.5_2
1	ENST00000462387.5_2
1	ENST00000473038.5_1
1	ENST00000453748.5_1
10	ENST00000327669.5_3
10	ENST00000472012.1_2
10	ENST00000497051.5_2
10	ENST00000451005.5_3
10	ENST00000431160.5_4
10	ENST00000602998.1_1
10	ENST00000605370.1_1
10	ENST00000479739.6_2
10	ENST00000471948.5_2
10	ENST00000356150.10_3
10	ENST00000403712.6_2
10	ENST00000405430.5_2
10	ENST00000463865.5_2
10	ENST00000468321.5_2
10	ENST00000402632.5_2
10	ENST00000415368.5_2
10	ENST00000465733.5_2
10	ENST00000454318.1_4
10	ENST00000488044.5_2
10	ENST00000272067.10_2
10	ENST00000413140.5_1
10	ENST00000439645.6_1
10	ENST00000405233.5_1
10	ENST00000272065.10_3
10	ENST00000453390.5_1
10	ENST00000497508.1_2
10	ENST00000355654.6_5
10	ENST00000477202.1_2
10	ENST00000405941.3_6
10	ENST00000461640.1_2
10	ENST00000445418.1_1
10	ENST00000281017.8_5
10	ENST00000432667.5_2
10	ENST00000668697.1_1
10	ENST00000439196.1_2
10	ENST00000606068.1_1
10	ENST00000425850.1_1
10	ENST00000655894.1_2
10	ENST00000662432.1_2
10	ENST00000456949.2_2
10	ENST00000308624.10_2
10	ENST00000450962.5_1
10	ENST00000452177.5_1
10	ENST00000463442.5_1
10	ENST00000489646.1_1
10	ENST00000472606.1_1
10	ENST00000433670.5_3
10	ENST00000407844.6_3
10	ENST00000648643.1_2
10	ENST00000648316.1_3
10	ENST00000647738.1_3
10	ENST00000648688.1_2
11	ENST00000295269.5_2
11	ENST00000428085.1_2
11	ENST00000258436.10_3
11	ENST00000486293.1_2
11	ENST00000544869.5_1
11	ENST00000653581.1_1
11	ENST00000429464.1_1
11	ENST00000447380.2_2
11	ENST00000666592.1_1
11	ENST00000666357.1_2
11	ENST00000665955.1_2
11	ENST00000443988.5_3
11	ENST00000458253.5_2
11	ENST00000413121.5_3
11	ENST00000666977.1_2
11	ENST00000609349.1_1
12	ENST00000295269.5_2
12	ENST00000428085.1_2
12	ENST00000258436.10_3
12	ENST00000486293.1_2
12	ENST00000544869.5_1
12	ENST00000653581.1_1
12	ENST00000657293.1_1
12	ENST00000429464.1_1
12	ENST00000447380.2_2
12	ENST00000659098.1_1
12	ENST00000666592.1_1
12	ENST00000664788.1_1
12	ENST00000658830.1_1
12	ENST00000666357.1_2
12	ENST00000665955.1_2
12	ENST00000443988.5_3
12	ENST00000458253.5_2
12	ENST00000413121.5_3
12	ENST00000666977.1_2
12	ENST00000609349.1_1
13	ENST00000659964.1_1
13	ENST00000564121.1_1
13	ENST00000462958.5_2
13	ENST00000466111.5_2
13	ENST00000316724.10_4
13	ENST00000357970.7_2
13	ENST00000491292.5_2
13	ENST00000643982.1_2
13	ENST00000646042.1_2
13	ENST00000494464.5_2
13	ENST00000645233.1_2
13	ENST00000642308.1_2
13	ENST00000651019.1_1
13	ENST00000654207.1_1
13	ENST00000654347.1_1
13	ENST00000409947.5_2
13	ENST00000433673.1_1
13	ENST00000637187.1_2
13	ENST00000460511.5_2
13	ENST00000409725.1_2
13	ENST00000582671.1_2
13	ENST00000393006.5_2
13	ENST00000621313.1_1
13	ENST00000393001.1_2
13	ENST00000272647.9_2
13	ENST00000609350.1_1
14	ENST00000452786.2_4
14	ENST00000272898.11_1
14	ENST00000406979.6_1
14	ENST00000432529.6_1
14	ENST00000413312.5_1
14	ENST00000420497.6_1
14	ENST00000440779.5_1
14	ENST00000452556.5_1
14	ENST00000447990.1_1
14	ENST00000312504.10_2
14	ENST00000416430.1_1
14	ENST00000617164.5_3
14	ENST00000620057.4_2
14	ENST00000260947.9_3
14	ENST00000670391.1_1
14	ENST00000384544.1
14	ENST00000617699.1_2
14	ENST00000627336.2_2
14	ENST00000626771.1_2
14	ENST00000444305.5_1
14	ENST00000485567.1_2
14	ENST00000426059.1_2
15	ENST00000452786.2_4
15	ENST00000272898.11_1
15	ENST00000406979.6_1
15	ENST00000432529.6_1
15	ENST00000413312.5_1
15	ENST00000420497.6_1
15	ENST00000440779.5_1
15	ENST00000452556.5_1
15	ENST00000447990.1_1
15	ENST00000312504.10_2
15	ENST00000416430.1_1
15	ENST00000617164.5_3
15	ENST00000620057.4_2
15	ENST00000260947.9_3
15	ENST00000670391.1_1
15	ENST00000384544.1
15	ENST00000617699.1_2
15	ENST00000627336.2_2
15	ENST00000626771.1_2
15	ENST00000444305.5_1
15	ENST00000488712.5_1
15	ENST00000236959.14_2
15	ENST00000443953.5_1
15	ENST00000427397.5_1
15	ENST00000485567.1_2
15	ENST00000456923.5_2
15	ENST00000426059.1_2
16	ENST00000272898.11_1
16	ENST00000406979.6_1
16	ENST00000432529.6_1
16	ENST00000413312.5_1
16	ENST00000420497.6_1
16	ENST00000440779.5_1
16	ENST00000447990.1_1
16	ENST00000312504.10_2
16	ENST00000416430.1_1
16	ENST00000617164.5_3
16	ENST00000620057.4_2
16	ENST00000260947.9_3
16	ENST00000670391.1_1
16	ENST00000384544.1
16	ENST00000617699.1_2
16	ENST00000627336.2_2
16	ENST00000626771.1_2
16	ENST00000444305.5_1
16	ENST00000488712.5_1
16	ENST00000236959.14_2
16	ENST00000443953.5_1
16	ENST00000427397.5_1
16	ENST00000413174.1_5
16	ENST00000485567.1_2
16	ENST00000474036.1_2
16	ENST00000456923.5_2
16	ENST00000354785.10_6
16	ENST00000426059.1_2
17	ENST00000472205.1_1
17	ENST00000611208.4_1
17	ENST00000256496.8_2
17	ENST00000419534.2_1
17	ENST00000439325.1_2
17	ENST00000653839.1_1
17	ENST00000659876.1_1
17	ENST00000661279.1_1
17	ENST00000454211.1_1
17	ENST00000443259.1_1
17	ENST00000448328.6_1
17	ENST00000357716.9_2
17	ENST00000486284.5_2
17	ENST00000389336.8_2
17	ENST00000435689.5_1
17	ENST00000420230.1_2
18	ENST00000467602.5_2
18	ENST00000498089.1_2
18	ENST00000439846.1_2
18	ENST00000344838.8_3
18	ENST00000474780.1_2
18	ENST00000443878.1_1
18	ENST00000446547.5_1
18	ENST00000476544.1_1
18	ENST00000469122.5_1
18	ENST00000468400.1_1
18	ENST00000460637.1_2
18	ENST00000442720.5_2
18	ENST00000634618.1_1
18	ENST00000566804.1_1
18	ENST00000634837.1_1
18	ENST00000408732.1
19	ENST00000427617.6_1
19	ENST00000457782.5_1
19	ENST00000454212.1_1
19	ENST00000320211.10_4
19	ENST00000203407.6_3
19	ENST00000416649.6_3
19	ENST00000491686.1_2
19	ENST00000449610.5_2
19	ENST00000417896.1_2
19	ENST00000340879.8_2
19	ENST00000431721.6_2
19	ENST00000328631.10_3
19	ENST00000412795.5_2
19	ENST00000432678.6_2
19	ENST00000265563.13_3
19	ENST00000416209.2_2
19	ENST00000449376.5_1
19	ENST00000463204.5_1
19	ENST00000452385.5_1
19	ENST00000472640.1_1
19	ENST00000472301.5_1
19	ENST00000484115.5_1
19	ENST00000383729.9_3
19	ENST00000475629.5_2
19	ENST00000608424.6_4
19	ENST00000429182.5_2
19	ENST00000395443.7_3
19	ENST00000603877.1_2
19	ENST00000471811.1_1
19	ENST00000452691.7_3
19	ENST00000462673.1_2
19	ENST00000265560.9_4
19	ENST00000643797.1_3
19	ENST00000454011.6_3
19	ENST00000422781.5_3
19	ENST00000273590.3_1
19	ENST00000395338.7_4
19	ENST00000636204.1_2
19	ENST00000637088.1_2
19	ENST00000436744.2_3
19	ENST00000421598.1_2
19	ENST00000467456.1_1
19	ENST00000483715.5_1
19	ENST00000484144.1_2
19	ENST00000493836.5_2
19	ENST00000481930.6_2
19	ENST00000457726.5_1
19	ENST00000327697.11_2
19	ENST00000487805.6_1
19	ENST00000494005.1_1
19	ENST00000433785.1_1
19	ENST00000481959.1_2
19	ENST00000308388.7_2
19	ENST00000480687.5_2
19	ENST00000495152.1_2
19	ENST00000395238.5_3
19	ENST00000483751.5_2
19	ENST00000460516.5_2
19	ENST00000460703.1_2
19	ENST00000478149.5_2
19	ENST00000475665.5_2
19	ENST00000296471.11_2
19	ENST00000463537.5_3
19	ENST00000612032.4_2
19	ENST00000493206.1_2
19	ENST00000455683.6_6
19	ENST00000442092.5_2
19	ENST00000441115.5_1
19	ENST00000422955.5_2
19	ENST00000454079.5_1
19	ENST00000425608.5_1
19	ENST00000433811.1_3
19	ENST00000488807.2_1
19	ENST00000446471.1_1
19	ENST00000471995.5_1
19	ENST00000493743.1_1
19	ENST00000440628.5_1
19	ENST00000468422.1_1
19	ENST00000426302.1_1
19	ENST00000618865.4_1
19	ENST00000612509.4_2
19	ENST00000486322.5_2
19	ENST00000438296.1_2
19	ENST00000435141.1_2
19	ENST00000359051.7_2
19	ENST00000336307.6_3
19	ENST00000266031.8_2
19	ENST00000320295.12_2
19	ENST00000481597.5_2
19	ENST00000478619.1_2
19	ENST00000478269.5_2
19	ENST00000490926.1_1
19	ENST00000434410.5_2
19	ENST00000448997.5_1
19	ENST00000455834.5_1
19	ENST00000348721.3_2
19	ENST00000457064.1_4
19	ENST00000608605.1_1
19	ENST00000563281.2_2
19	ENST00000425781.5_2
19	ENST00000464585.1_1
2	ENST00000545068.5_5
2	ENST00000461083.1_2
2	ENST00000654683.1_1
2	ENST00000663155.1_1
2	ENST00000657597.1_1
2	ENST00000655845.1_1
2	ENST00000495044.6_2
2	ENST00000665466.1_1
2	ENST00000653544.1_1
2	ENST00000667055.1_1
2	ENST00000656306.1_1
2	ENST00000304979.8_2
2	ENST00000440068.5_5
2	ENST00000372549.1_1
2	ENST00000649886.1_2
2	ENST00000460831.1_2
2	ENST00000236040.8_3
2	ENST00000372525.7_3
2	ENST00000650521.1_1
2	ENST00000637012.1_3
2	ENST00000372522.5_2
2	ENST00000372517.8_5
2	ENST00000497437.1_2
2	ENST00000372521.9_3
2	ENST00000328249.3_4
2	ENST00000372502.5_1
2	ENST00000629908.1_1
2	ENST00000415851.6_2
2	ENST00000426263.9_5
2	ENST00000630821.1_2
2	ENST00000431759.5_1
2	ENST00000416689.1_1
2	ENST00000335282.5_2
2	ENST00000236051.2_3
2	ENST00000483082.1_2
2	ENST00000431635.6_3
2	ENST00000474566.1_2
2	ENST00000432792.6_1
2	ENST00000523677.6_3
2	ENST00000372476.8_2
2	ENST00000473014.1_1
2	ENST00000473560.1_2
2	ENST00000372455.4_2
2	ENST00000372457.9_3
2	ENST00000638631.1_1
2	ENST00000639197.1_1
2	ENST00000470897.2_2
2	ENST00000471177.1_1
2	ENST00000483618.1_2
2	ENST00000372430.7_4
2	ENST00000469587.1_2
2	ENST00000372434.5_3
2	ENST00000372427.5_2
2	ENST00000372432.5_2
2	ENST00000372425.8_2
2	ENST00000438120.5_2
2	ENST00000429895.5_1
2	ENST00000477970.1_1
2	ENST00000481296.1_1
2	ENST00000532911.6_2
2	ENST00000330208.6_1
2	ENST00000647237.1_2
2	ENST00000361392.9_3
2	ENST00000489897.6_2
2	ENST00000647148.1_1
2	ENST00000646776.1_1
2	ENST00000361746.9_2
2	ENST00000645034.1_1
2	ENST00000398804.7_2
2	ENST00000372362.6_1
2	ENST00000372367.5_1
2	ENST00000530581.5_1
2	ENST00000531451.5_1
2	ENST00000646416.1_1
2	ENST00000643813.1_5
2	ENST00000645161.1_5
2	ENST00000646032.1_5
2	ENST00000643989.1_3
2	ENST00000490502.1_5
2	ENST00000645670.1_1
2	ENST00000414809.7_1
2	ENST00000372359.10_2
2	ENST00000498139.6_1
2	ENST00000446167.1
2	ENST00000412378.1
2	ENST00000372343.8_2
2	ENST00000476260.1_1
2	ENST00000255108.8_2
2	ENST00000527567.1_1
2	ENST00000534655.1_1
2	ENST00000459879.1_1
2	ENST00000532642.5_1
2	ENST00000236067.8_1
2	ENST00000472174.7_2
2	ENST00000473485.5_1
2	ENST00000498543.1_1
2	ENST00000372324.5_1
2	ENST00000356836.10_1
2	ENST00000481924.1_1
2	ENST00000486064.5_1
2	ENST00000372318.8_3
2	ENST00000463846.5_1
2	ENST00000490563.5_1
2	ENST00000490064.5_1
2	ENST00000479055.5_1
2	ENST00000673836.1_1
2	ENST00000372289.7_3
2	ENST00000475794.5_1
2	ENST00000471829.5_1
2	ENST00000315913.9_2
2	ENST00000488433.5_1
2	ENST00000483741.1_1
2	ENST00000462341.1_2
2	ENST00000355387.6_1
2	ENST00000471494.5_1
2	ENST00000474956.1_1
2	ENST00000444751.5_2
2	ENST00000452259.5_1
2	ENST00000480574.1_1
2	ENST00000396651.8_2
2	ENST00000372207.4_3
2	ENST00000484564.1_2
2	ENST00000651476.1_1
2	ENST00000460334.5_2
2	ENST00000462388.5_2
2	ENST00000470256.5_2
2	ENST00000462387.5_2
2	ENST00000473038.5_1
2	ENST00000453748.5_1
20	ENST00000427617.6_1
20	ENST00000457782.5_1
20	ENST00000454212.1_1
20	ENST00000320211.10_4
20	ENST00000203407.6_3
20	ENST00000416649.6_3
20	ENST00000491686.1_2
20	ENST00000449610.5_2
20	ENST00000417896.1_2
20	ENST00000340879.8_2
20	ENST00000431721.6_2
20	ENST00000328631.10_3
20	ENST00000412795.5_2
20	ENST00000432678.6_2
20	ENST00000265563.13_3
20	ENST00000416209.2_2
20	ENST00000449376.5_1
20	ENST00000463204.5_1
20	ENST00000452385.5_1
20	ENST00000472640.1_1
20	ENST00000472301.5_1
20	ENST00000484115.5_1
20	ENST00000383729.9_3
20	ENST00000475629.5_2
20	ENST00000608424.6_4
20	ENST00000429182.5_2
20	ENST00000395443.7_3
20	ENST00000603877.1_2
20	ENST00000471811.1_1
20	ENST00000452691.7_3
20	ENST00000462673.1_2
20	ENST00000265560.9_4
20	ENST00000643797.1_3
20	ENST00000454011.6_3
20	ENST00000422781.5_3
20	ENST00000273590.3_1
20	ENST00000395338.7_4
20	ENST00000636204.1_2
20	ENST00000637088.1_2
20	ENST00000436744.2_3
20	ENST00000421598.1_2
20	ENST00000467456.1_1
20	ENST00000483715.5_1
20	ENST00000484144.1_2
20	ENST00000493836.5_2
20	ENST00000481930.6_2
20	ENST00000457726.5_1
20	ENST00000327697.11_2
20	ENST00000487805.6_1
20	ENST00000494005.1_1
20	ENST00000433785.1_1
20	ENST00000481959.1_2
20	ENST00000308388.7_2
20	ENST00000480687.5_2
20	ENST00000495152.1_2
20	ENST00000395238.5_3
20	ENST00000483751.5_2
20	ENST00000460516.5_2
20	ENST00000460703.1_2
20	ENST00000478149.5_2
20	ENST00000475665.5_2
20	ENST00000296471.11_2
20	ENST00000463537.5_3
20	ENST00000612032.4_2
20	ENST00000493206.1_2
20	ENST00000455683.6_6
20	ENST00000442092.5_2
20	ENST00000441115.5_1
20	ENST00000422955.5_2
20	ENST00000454079.5_1
20	ENST00000425608.5_1
20	ENST00000433811.1_3
20	ENST00000488807.2_1
20	ENST00000446471.1_1
20	ENST00000471995.5_1
20	ENST00000493743.1_1
20	ENST00000440628.5_1
20	ENST00000468422.1_1
20	ENST00000426302.1_1
20	ENST00000618865.4_1
20	ENST00000612509.4_2
20	ENST00000486322.5_2
20	ENST00000438296.1_2
20	ENST00000435141.1_2
20	ENST00000359051.7_2
20	ENST00000336307.6_3
20	ENST00000266031.8_2
20	ENST00000320295.12_2
20	ENST00000481597.5_2
20	ENST00000478619.1_2
20	ENST00000478269.5_2
20	ENST00000490926.1_1
20	ENST00000434410.5_2
20	ENST00000448997.5_1
20	ENST00000455834.5_1
20	ENST00000348721.3_2
20	ENST00000457064.1_4
20	ENST00000608605.1_1
20	ENST00000563281.2_2
20	ENST00000425781.5_2
20	ENST00000464585.1_1
21	ENST00000427617.6_1
21	ENST00000457782.5_1
21	ENST00000454212.1_1
21	ENST00000320211.10_4
21	ENST00000203407.6_3
21	ENST00000416649.6_3
21	ENST00000491686.1_2
21	ENST00000449610.5_2
21	ENST00000417896.1_2
21	ENST00000340879.8_2
21	ENST00000431721.6_2
21	ENST00000328631.10_3
21	ENST00000412795.5_2
21	ENST00000432678.6_2
21	ENST00000265563.13_3
21	ENST00000416209.2_2
21	ENST00000449376.5_1
21	ENST00000463204.5_1
21	ENST00000452385.5_1
21	ENST00000472640.1_1
21	ENST00000472301.5_1
21	ENST00000484115.5_1
21	ENST00000383729.9_3
21	ENST00000475629.5_2
21	ENST00000608424.6_4
21	ENST00000429182.5_2
21	ENST00000395443.7_3
21	ENST00000603877.1_2
21	ENST00000471811.1_1
21	ENST00000452691.7_3
21	ENST00000462673.1_2
21	ENST00000265560.9_4
21	ENST00000643797.1_3
21	ENST00000454011.6_3
21	ENST00000422781.5_3
21	ENST00000273590.3_1
21	ENST00000395338.7_4
21	ENST00000636204.1_2
21	ENST00000637088.1_2
21	ENST00000436744.2_3
21	ENST00000421598.1_2
21	ENST00000467456.1_1
21	ENST00000483715.5_1
21	ENST00000484144.1_2
21	ENST00000493836.5_2
21	ENST00000481930.6_2
21	ENST00000457726.5_1
21	ENST00000327697.11_2
21	ENST00000487805.6_1
21	ENST00000494005.1_1
21	ENST00000433785.1_1
21	ENST00000481959.1_2
21	ENST00000308388.7_2
21	ENST00000480687.5_2
21	ENST00000495152.1_2
21	ENST00000395238.5_3
21	ENST00000483751.5_2
21	ENST00000460516.5_2
21	ENST00000460703.1_2
21	ENST00000478149.5_2
21	ENST00000475665.5_2
21	ENST00000296471.11_2
21	ENST00000463537.5_3
21	ENST00000612032.4_2
21	ENST00000493206.1_2
21	ENST00000455683.6_6
21	ENST00000442092.5_2
21	ENST00000441115.5_1
21	ENST00000422955.5_2
21	ENST00000454079.5_1
21	ENST00000425608.5_1
21	ENST00000433811.1_3
21	ENST00000488807.2_1
21	ENST00000446471.1_1
21	ENST00000471995.5_1
21	ENST00000493743.1_1
21	ENST00000440628.5_1
21	ENST00000468422.1_1
21	ENST00000426302.1_1
21	ENST00000618865.4_1
21	ENST00000612509.4_2
21	ENST00000486322.5_2
21	ENST00000438296.1_2
21	ENST00000435141.1_2
21	ENST00000359051.7_2
21	ENST00000336307.6_3
21	ENST00000266031.8_2
21	ENST00000320295.12_2
21	ENST00000481597.5_2
21	ENST00000478619.1_2
21	ENST00000478269.5_2
21	ENST00000490926.1_1
21	ENST00000434410.5_2
21	ENST00000448997.5_1
21	ENST00000455834.5_1
21	ENST00000348721.3_2
21	ENST00000457064.1_4
21	ENST00000608605.1_1
21	ENST00000563281.2_2
21	ENST00000425781.5_2
21	ENST00000464585.1_1
22	ENST00000461787.1_1
22	ENST00000665851.1_2
22	ENST00000483401.5_2
22	ENST00000354673.6_4
22	ENST00000467604.5_2
22	ENST00000468545.1_2
22	ENST00000490099.5_2
22	ENST00000461654.1_2
22	ENST00000474523.5_2
22	ENST00000497997.1_2
23	ENST00000461787.1_1
23	ENST00000665851.1_2
23	ENST00000483401.5_2
23	ENST00000354673.6_4
23	ENST00000467604.5_2
23	ENST00000468545.1_2
23	ENST00000490099.5_2
23	ENST00000461654.1_2
23	ENST00000474523.5_2
23	ENST00000497997.1_2
24	ENST00000381210.8_3
24	ENST00000511294.1_3
24	ENST00000613740.4_2
24	ENST00000622150.4_3
24	ENST00000514260.1_1
24	ENST00000503625.1_1
24	ENST00000660927.1_2
27	ENST00000505896.5_2
27	ENST00000510303.6_1
27	ENST00000513738.5_1
27	ENST00000503561.7_1
27	ENST00000282588.7_2
27	ENST00000513737.5_1
28	ENST00000645953.1_3
28	ENST00000655396.1_1
28	ENST00000504287.1_2
28	ENST00000667965.1_2
28	ENST00000662579.1_2
28	ENST00000655360.1_2
28	ENST00000659578.1_2
28	ENST00000510089.5_2
28	ENST00000501869.7_2
28	ENST00000504922.5_1
28	ENST00000661627.1_1
28	ENST00000669353.1_1
28	ENST00000653918.1_1
28	ENST00000668471.1_1
28	ENST00000666808.1_1
28	ENST00000660783.1_1
28	ENST00000661351.1_1
28	ENST00000662970.1_1
28	ENST00000664462.1_1
28	ENST00000670451.1_1
28	ENST00000657972.1_1
28	ENST00000507736.2_2
28	ENST00000513694.2_2
28	ENST00000510087.6_2
28	ENST00000506584.5_1
28	ENST00000668037.1_1
28	ENST00000667127.1_1
28	ENST00000668128.1_1
28	ENST00000657491.1_1
28	ENST00000656195.1_1
28	ENST00000606189.1_2
28	ENST00000506041.2_2
28	ENST00000504034.2_2
28	ENST00000670494.1_2
28	ENST00000662060.1_2
28	ENST00000661688.1_2
28	ENST00000662192.1_2
28	ENST00000500197.6_3
28	ENST00000510274.1_1
28	ENST00000502301.5_2
28	ENST00000506014.5_2
28	ENST00000669424.1_2
28	ENST00000655936.1_1
28	ENST00000652822.1_2
28	ENST00000509783.6_3
28	ENST00000506978.5_2
28	ENST00000511014.7_3
28	ENST00000509265.2_3
28	ENST00000513893.5_2
28	ENST00000659756.1_2
28	ENST00000663453.1_2
28	ENST00000636517.1_2
28	ENST00000514794.6_2
28	ENST00000514092.5_1
29	ENST00000645953.1_3
29	ENST00000655396.1_1
29	ENST00000504287.1_2
29	ENST00000667965.1_2
29	ENST00000662579.1_2
29	ENST00000655360.1_2
29	ENST00000659578.1_2
29	ENST00000510089.5_2
29	ENST00000501869.7_2
29	ENST00000504922.5_1
29	ENST00000661627.1_1
29	ENST00000669353.1_1
29	ENST00000653918.1_1
29	ENST00000668471.1_1
29	ENST00000666808.1_1
29	ENST00000660783.1_1
29	ENST00000661351.1_1
29	ENST00000662970.1_1
29	ENST00000664462.1_1
29	ENST00000670451.1_1
29	ENST00000657972.1_1
29	ENST00000507736.2_2
29	ENST00000513694.2_2
29	ENST00000510087.6_2
29	ENST00000506584.5_1
29	ENST00000668037.1_1
29	ENST00000667127.1_1
29	ENST00000668128.1_1
29	ENST00000657491.1_1
29	ENST00000656195.1_1
29	ENST00000606189.1_2
29	ENST00000506041.2_2
29	ENST00000504034.2_2
29	ENST00000670494.1_2
29	ENST00000662060.1_2
29	ENST00000661688.1_2
29	ENST00000662192.1_2
29	ENST00000500197.6_3
29	ENST00000510274.1_1
29	ENST00000502301.5_2
29	ENST00000506014.5_2
29	ENST00000669424.1_2
29	ENST00000655936.1_1
29	ENST00000652822.1_2
29	ENST00000509783.6_3
29	ENST00000506978.5_2
29	ENST00000511014.7_3
29	ENST00000509265.2_3
29	ENST00000513893.5_2
29	ENST00000659756.1_2
29	ENST00000663453.1_2
29	ENST00000636517.1_2
29	ENST00000514794.6_2
29	ENST00000514092.5_1
3	ENST00000545068.5_5
3	ENST00000461083.1_2
3	ENST00000654683.1_1
3	ENST00000663155.1_1
3	ENST00000657597.1_1
3	ENST00000655845.1_1
3	ENST00000495044.6_2
3	ENST00000665466.1_1
3	ENST00000653544.1_1
3	ENST00000667055.1_1
3	ENST00000656306.1_1
3	ENST00000304979.8_2
3	ENST00000440068.5_5
3	ENST00000372549.1_1
3	ENST00000649886.1_2
3	ENST00000460831.1_2
3	ENST00000236040.8_3
3	ENST00000372525.7_3
3	ENST00000650521.1_1
3	ENST00000637012.1_3
3	ENST00000372522.5_2
3	ENST00000372517.8_5
3	ENST00000497437.1_2
3	ENST00000372521.9_3
3	ENST00000328249.3_4
3	ENST00000372502.5_1
3	ENST00000629908.1_1
3	ENST00000415851.6_2
3	ENST00000426263.9_5
3	ENST00000630821.1_2
3	ENST00000431759.5_1
3	ENST00000416689.1_1
3	ENST00000335282.5_2
3	ENST00000236051.2_3
3	ENST00000483082.1_2
3	ENST00000431635.6_3
3	ENST00000474566.1_2
3	ENST00000432792.6_1
3	ENST00000523677.6_3
3	ENST00000372476.8_2
3	ENST00000473014.1_1
3	ENST00000473560.1_2
3	ENST00000372455.4_2
3	ENST00000372457.9_3
3	ENST00000638631.1_1
3	ENST00000639197.1_1
3	ENST00000470897.2_2
3	ENST00000471177.1_1
3	ENST00000483618.1_2
3	ENST00000372430.7_4
3	ENST00000469587.1_2
3	ENST00000372434.5_3
3	ENST00000372427.5_2
3	ENST00000372432.5_2
3	ENST00000372425.8_2
3	ENST00000438120.5_2
3	ENST00000429895.5_1
3	ENST00000477970.1_1
3	ENST00000481296.1_1
3	ENST00000532911.6_2
3	ENST00000330208.6_1
3	ENST00000647237.1_2
3	ENST00000361392.9_3
3	ENST00000489897.6_2
3	ENST00000647148.1_1
3	ENST00000646776.1_1
3	ENST00000361746.9_2
3	ENST00000645034.1_1
3	ENST00000398804.7_2
3	ENST00000372362.6_1
3	ENST00000372367.5_1
3	ENST00000530581.5_1
3	ENST00000531451.5_1
3	ENST00000646416.1_1
3	ENST00000643813.1_5
