locus	intron
10	2:1206365:1241660:clu_50_NA
10	2:1243548:1246510:clu_51_NA
10	2:1243548:1263142:clu_51_NA
10	2:1246607:1251099:clu_51_NA
10	2:1251215:1251713:clu_51_NA
10	2:1251215:1252441:clu_51_NA
10	2:1251215:1260177:clu_51_NA
10	2:1251215:1263142:clu_51_NA
10	2:1260693:1263142:clu_51_NA
10	2:1271343:1282457:clu_52_NA
10	2:1271343:1312271:clu_52_NA
10	2:1271343:1320037:clu_52_NA
10	2:1282502:1312266:clu_52_NA
10	2:1310264:1312266:clu_52_NA
10	2:1310453:1312266:clu_52_NA
10	2:1317622:1320037:clu_52_NA
10	2:1320147:1354934:clu_64_NA
10	2:1370293:1371115:clu_64_NA
10	2:1370871:1371115:clu_64_NA
10	2:1696906:1712447:clu_98_NA
10	2:1696906:1746460:clu_98_NA
10	2:1696906:1747952:clu_98_NA
10	2:1711602:1712447:clu_98_NA
10	2:1738225:1748576:clu_98_NA
10	2:1890379:1890831:clu_114_NA
10	2:1890379:1891260:clu_114_NA
10	2:1959980:1960052:clu_134_NA
10	2:1959996:1960214:clu_134_NA
10	2:1960193:1960404:clu_134_NA
10	2:1960213:1960396:clu_134_NA
11	2:102804385:102818016:clu_3429_NA
11	2:102804385:102828560:clu_3429_NA
11	2:102818175:102828560:clu_3429_NA
11	2:103348885:103353105:clu_3452_NA
11	2:103902965:103936124:clu_3468_NA
11	2:103907317:103936124:clu_3468_NA
11	2:103936632:103938475:clu_3468_NA
11	2:103942050:103944187:clu_3468_NA
11	2:103942050:103944830:clu_3468_NA
11	2:103943246:103944830:clu_3468_NA
11	2:104408560:104428564:clu_3473_NA
11	2:104428798:104436522:clu_3474_NA
11	2:104429020:104433992:clu_3474_NA
11	2:104429020:104436522:clu_3474_NA
11	2:104490903:104599562:clu_3476_NA
11	2:104490903:104606899:clu_3476_NA
11	2:104660625:104669962:clu_3476_NA
11	2:104668435:104669962:clu_3476_NA
11	2:104670078:104679550:clu_3476_NA
11	2:104670078:104693923:clu_3476_NA
11	2:104670078:104717560:clu_3476_NA
11	2:105516342:105542413:clu_3501_NA
11	2:105713782:105716107:clu_3518_NA
11	2:105866869:105885729:clu_3522_NA
11	2:105884016:105885729:clu_3522_NA
12	2:102804385:102818016:clu_3429_NA
12	2:102804385:102828560:clu_3429_NA
12	2:102818175:102828560:clu_3429_NA
12	2:103348885:103353105:clu_3452_NA
12	2:103902965:103936124:clu_3468_NA
12	2:103907317:103936124:clu_3468_NA
12	2:103936632:103938475:clu_3468_NA
12	2:103942050:103944187:clu_3468_NA
12	2:103942050:103944830:clu_3468_NA
12	2:103943246:103944830:clu_3468_NA
12	2:104408560:104428564:clu_3473_NA
12	2:104428798:104436522:clu_3474_NA
12	2:104429020:104433992:clu_3474_NA
12	2:104429020:104436522:clu_3474_NA
12	2:104490903:104599562:clu_3476_NA
12	2:104490903:104606899:clu_3476_NA
12	2:104660625:104669962:clu_3476_NA
12	2:104668435:104669962:clu_3476_NA
12	2:104670078:104679550:clu_3476_NA
12	2:104670078:104693923:clu_3476_NA
12	2:104670078:104717560:clu_3476_NA
12	2:105134859:105136654:clu_3487_NA
12	2:105134859:105148939:clu_3487_NA
12	2:105137115:105147847:clu_3487_NA
12	2:105137115:105148939:clu_3487_NA
12	2:105148066:105148939:clu_3487_NA
12	2:105516342:105542413:clu_3501_NA
12	2:105713782:105716107:clu_3518_NA
12	2:105866869:105885729:clu_3522_NA
12	2:105884016:105885729:clu_3522_NA
13	2:125405535:125530376:clu_4016_NA
13	2:127808819:127809831:clu_4036_NA
13	2:127808819:127810998:clu_4036_NA
13	2:127808819:127816587:clu_4036_NA
13	2:127944963:127950670:clu_4044_NA
13	2:127950873:127951046:clu_4045_NA
13	2:127951232:127951365:clu_4045_NA
13	2:128050280:128051089:clu_4053_NA
13	2:128050422:128051089:clu_4053_NA
13	2:128146574:128146687:clu_4061_NA
13	2:128146574:128155523:clu_4061_NA
13	2:128146574:128157287:clu_4061_NA
13	2:128146574:128163391:clu_4061_NA
13	2:128146761:128150512:clu_4061_NA
13	2:128146761:128155523:clu_4061_NA
13	2:128238751:128243450:clu_4068_NA
13	2:128238751:128244129:clu_4068_NA
13	2:128466466:128467064:clu_4090_NA
13	2:128628933:128631402:clu_4098_NA
14	2:214162081:214174783:clu_6370_NA
14	2:214162081:214181943:clu_6370_NA
14	2:214174901:214181943:clu_6370_NA
14	2:214228869:214233538:clu_6373_NA
14	2:214727352:214750315:clu_6376_NA
14	2:214727352:214878675:clu_6376_NA
14	2:214966313:214972920:clu_6376_NA
14	2:214972985:215013864:clu_6376_NA
14	2:215646233:215674136:clu_6384_NA
14	2:215657169:215657851:clu_6384_NA
14	2:215657949:215661785:clu_6384_NA
14	2:216227202:216227369:clu_6403_NA
14	2:216236844:216238067:clu_6405_NA
14	2:216257926:216259251:clu_6409_NA
15	2:214162081:214174783:clu_6370_NA
15	2:214162081:214181943:clu_6370_NA
15	2:214174901:214181943:clu_6370_NA
15	2:214228869:214233538:clu_6373_NA
15	2:214727352:214750315:clu_6376_NA
15	2:214727352:214878675:clu_6376_NA
15	2:214966313:214972920:clu_6376_NA
15	2:214972985:215013864:clu_6376_NA
15	2:215646233:215674136:clu_6384_NA
15	2:215657169:215657851:clu_6384_NA
15	2:215657949:215661785:clu_6384_NA
15	2:216176884:216177221:clu_6401_NA
15	2:216213972:216214259:clu_6403_NA
15	2:216213972:216214261:clu_6403_NA
15	2:216213972:216216677:clu_6403_NA
15	2:216213972:216223791:clu_6403_NA
15	2:216213972:216224011:clu_6403_NA
15	2:216213972:216227369:clu_6403_NA
15	2:216213972:216227511:clu_6403_NA
15	2:216214412:216224011:clu_6403_NA
15	2:216216804:216224011:clu_6403_NA
15	2:216216804:216227369:clu_6403_NA
15	2:216223884:216224011:clu_6403_NA
15	2:216223924:216224011:clu_6403_NA
15	2:216224190:216225212:clu_6403_NA
15	2:216227202:216227369:clu_6403_NA
15	2:216236844:216238067:clu_6405_NA
15	2:216257926:216259251:clu_6409_NA
16	2:214162081:214174783:clu_6370_NA
16	2:214162081:214181943:clu_6370_NA
16	2:214174901:214181943:clu_6370_NA
16	2:214228869:214233538:clu_6373_NA
16	2:214727352:214750315:clu_6376_NA
16	2:214727352:214878675:clu_6376_NA
16	2:214966313:214972920:clu_6376_NA
16	2:214972985:215013864:clu_6376_NA
16	2:215646233:215674136:clu_6384_NA
16	2:215657169:215657851:clu_6384_NA
16	2:215657949:215661785:clu_6384_NA
16	2:216158969:216176806:clu_6400_NA
16	2:216169262:216176806:clu_6400_NA
16	2:216176884:216177221:clu_6401_NA
16	2:216213454:216213817:clu_6402_NA
16	2:216213972:216214259:clu_6403_NA
16	2:216213972:216214261:clu_6403_NA
16	2:216213972:216216677:clu_6403_NA
16	2:216213972:216223791:clu_6403_NA
16	2:216213972:216224011:clu_6403_NA
16	2:216213972:216227369:clu_6403_NA
16	2:216213972:216227511:clu_6403_NA
16	2:216214412:216224011:clu_6403_NA
16	2:216216804:216224011:clu_6403_NA
16	2:216216804:216227369:clu_6403_NA
16	2:216223884:216224011:clu_6403_NA
16	2:216223924:216224011:clu_6403_NA
16	2:216224190:216225212:clu_6403_NA
16	2:216227202:216227369:clu_6403_NA
16	2:216236844:216238067:clu_6405_NA
16	2:216256423:216262455:clu_6406_NA
16	2:216256537:216259251:clu_6409_NA
16	2:216257926:216259251:clu_6409_NA
16	2:216271227:216271850:clu_6411_NA
16	2:216299547:216300378:clu_6413_NA
16	2:216811836:216841285:clu_6424_NA
16	2:216931241:216946341:clu_6430_NA
17	3:4716905:4718298:clu_38213_NA
17	3:4716932:4718298:clu_38213_NA
17	3:5022093:5023077:clu_38229_NA
17	3:6759354:6773958:clu_38251_NA
17	3:6759354:6777349:clu_38251_NA
17	3:6759354:6870318:clu_38251_NA
17	3:6761958:6762596:clu_38251_NA
17	3:6761958:6766137:clu_38251_NA
17	3:6762656:6766137:clu_38251_NA
17	3:6766233:6773958:clu_38251_NA
17	3:6774182:6776186:clu_38251_NA
17	3:6774182:6777349:clu_38251_NA
17	3:6776335:6777349:clu_38251_NA
17	3:6811805:6823748:clu_38251_NA
17	3:6811805:6828279:clu_38251_NA
17	3:6811805:6858627:clu_38251_NA
17	3:6811805:6870318:clu_38251_NA
17	3:6828373:6870318:clu_38251_NA
17	3:6858700:6870318:clu_38251_NA
17	3:7188355:7249903:clu_38253_NA
17	3:7188355:7300455:clu_38253_NA
17	3:7250015:7340371:clu_38253_NA
17	3:7300579:7340371:clu_38253_NA
17	3:7456850:7494294:clu_38254_NA
17	3:7494494:7503274:clu_38254_NA
17	3:7621044:7782044:clu_38261_NA
17	3:7728135:7782044:clu_38261_NA
18	3:19384206:19385292:clu_38802_NA
18	3:19924223:19925238:clu_38810_NA
18	3:19924223:19925895:clu_38810_NA
18	3:19924223:19925917:clu_38810_NA
18	3:19924223:19929936:clu_38810_NA
18	3:19925422:19925895:clu_38810_NA
18	3:19926107:19938154:clu_38810_NA
18	3:19926107:19938179:clu_38810_NA
18	3:19941007:19941440:clu_38811_NA
18	3:19941007:19947112:clu_38811_NA
18	3:19941557:19947112:clu_38811_NA
18	3:19956905:19958603:clu_38812_NA
18	3:19958695:19959724:clu_38812_NA
18	3:19961468:19961997:clu_38813_NA
18	3:19961468:19974722:clu_38813_NA
18	3:19961468:19977633:clu_38813_NA
18	3:19961468:19988411:clu_38813_NA
18	3:19962059:19974722:clu_38813_NA
18	3:19962059:19977633:clu_38813_NA
18	3:19962059:19987647:clu_38813_NA
18	3:19962059:19988411:clu_38813_NA
18	3:19974957:19977633:clu_38813_NA
18	3:19977826:19978536:clu_38813_NA
18	3:19977826:19984110:clu_38813_NA
18	3:19977826:19984728:clu_38813_NA
18	3:19977826:19987647:clu_38813_NA
18	3:19978633:19984110:clu_38813_NA
18	3:19978633:19987647:clu_38813_NA
18	3:19978633:19988411:clu_38813_NA
18	3:19983617:19984110:clu_38813_NA
18	3:19983617:19988411:clu_38813_NA
18	3:19984167:19984728:clu_38813_NA
18	3:19984167:19988411:clu_38813_NA
18	3:19984837:19985616:clu_38813_NA
18	3:19984837:19987647:clu_38813_NA
18	3:19984837:19988411:clu_38813_NA
18	3:19985741:19987647:clu_38813_NA
18	3:19985741:19988411:clu_38813_NA
18	3:19987746:19988140:clu_38813_NA
18	3:19987746:19988411:clu_38813_NA
18	3:19987757:19988411:clu_38813_NA
18	3:19987836:19988411:clu_38813_NA
18	3:19988259:19988411:clu_38813_NA
18	3:20012209:20017093:clu_38816_NA
18	3:20082272:20113825:clu_38818_NA
18	3:20113951:20136755:clu_38818_NA
18	3:20167605:20178434:clu_38822_NA
18	3:20225526:20226949:clu_38828_NA
18	3:20225526:20227452:clu_38828_NA
18	3:21478695:21483178:clu_38837_NA
18	3:21478695:21552353:clu_38837_NA
18	3:21552515:21604754:clu_38837_NA
18	3:21552515:21606066:clu_38837_NA
19	3:48289167:48297029:clu_39718_NA
19	3:48289167:48298335:clu_39718_NA
19	3:48298512:48299419:clu_39718_NA
19	3:48299451:48302303:clu_39718_NA
19	3:48336293:48339917:clu_39724_NA
19	3:48463614:48463740:clu_39750_NA
19	3:48463633:48463740:clu_39750_NA
19	3:48609478:48609555:clu_39783_NA
19	3:48669770:48670407:clu_39818_NA
19	3:48730612:48732523:clu_39845_NA
19	3:48731673:48731892:clu_39845_NA
19	3:48731673:48732127:clu_39845_NA
19	3:48731673:48732523:clu_39845_NA
19	3:48731958:48732127:clu_39845_NA
19	3:48731958:48732523:clu_39845_NA
19	3:48732851:48752748:clu_39846_NA
19	3:48732851:48754590:clu_39846_NA
19	3:48732854:48754590:clu_39846_NA
19	3:48752960:48754590:clu_39846_NA
19	3:48929505:48936123:clu_39866_NA
19	3:48960244:48962151:clu_39867_NA
19	3:48960244:48964895:clu_39867_NA
19	3:48962272:48964895:clu_39867_NA
19	3:48982614:48986499:clu_39868_NA
19	3:48986529:48999045:clu_39868_NA
19	3:49166585:49166678:clu_39931_NA
19	3:49236540:49249199:clu_39945_NA
19	3:49249269:49273981:clu_39945_NA
19	3:49395180:49395460:clu_39961_NA
19	3:49395180:49395598:clu_39961_NA
19	3:49712054:49713127:clu_39982_NA
19	3:49713399:49713811:clu_39983_NA
19	3:49718062:49718534:clu_39989_NA
19	3:49718672:49719155:clu_39989_NA
19	3:49720579:49720670:clu_39990_NA
19	3:49720579:49721439:clu_39990_NA
19	3:49721622:49721747:clu_39985_NA
19	3:49721622:49721804:clu_39985_NA
19	3:49722522:49722904:clu_39994_NA
19	3:49724718:49724989:clu_39998_NA
19	3:49735570:49735763:clu_40001_NA
19	3:49735570:49735873:clu_40001_NA
19	3:49735959:49736413:clu_40002_NA
19	3:49737785:49738069:clu_40003_NA
19	3:49738142:49738924:clu_40004_NA
19	3:49738142:49738966:clu_40004_NA
19	3:49738510:49738924:clu_40004_NA
19	3:49750089:49750946:clu_40010_NA
19	3:49750325:49750946:clu_40010_NA
19	3:49751607:49752925:clu_40012_NA
19	3:49751607:49753008:clu_40012_NA
19	3:49758327:49758427:clu_40015_NA
19	3:49765711:49775645:clu_40022_NA
19	3:49775855:49823787:clu_40022_NA
19	3:49840876:49841614:clu_40028_NA
19	3:49850681:49850912:clu_40038_NA
19	3:49933313:49933628:clu_40051_NA
19	3:49948317:49950653:clu_40054_NA
19	3:50000118:50009492:clu_40056_NA
19	3:50084759:50085678:clu_40056_NA
19	3:50192580:50197125:clu_40073_NA
19	3:50192997:50197008:clu_40073_NA
19	3:50197167:50211226:clu_40075_NA
19	3:50198435:50211226:clu_40075_NA
19	3:50220997:50222025:clu_40080_NA
19	3:50221697:50222025:clu_40080_NA
19	3:50298748:50300399:clu_40093_NA
19	3:50299967:50300399:clu_40093_NA
19	3:50300495:50306593:clu_40094_NA
19	3:50312365:50312443:clu_40100_NA
19	3:50333050:50336644:clu_40106_NA
19	3:50335103:50336644:clu_40106_NA
19	3:50388991:50395757:clu_40123_NA
19	3:50388991:50403728:clu_40123_NA
19	3:50389477:50395549:clu_40123_NA
19	3:50389477:50403728:clu_40123_NA
19	3:50403269:50403728:clu_40123_NA
19	3:50403371:50403728:clu_40123_NA
19	3:50597168:50599153:clu_40146_NA
19	3:50597168:50604894:clu_40146_NA
19	3:50606976:50608362:clu_40147_NA
19	3:50607005:50608362:clu_40147_NA
19	3:50607069:50608362:clu_40147_NA
19	3:50607242:50608362:clu_40147_NA
19	3:50607659:50608362:clu_40147_NA
19	3:50609232:50614483:clu_40148_NA
19	3:50609639:50614483:clu_40148_NA
19	3:50617370:50617550:clu_40150_NA
19	3:50654657:50655141:clu_40155_NA
19	3:51413266:51418481:clu_40173_NA
19	3:51423766:51424340:clu_40174_NA
19	3:51743449:51746489:clu_40202_NA
19	3:51745735:51746489:clu_40202_NA
2	1:42870268:42871015:clu_10598_NA
2	1:42875858:42880155:clu_10599_NA
2	1:43047185:43054992:clu_10609_NA
2	1:43055154:43055966:clu_10610_NA
2	1:43055154:43055986:clu_10610_NA
2	1:43055154:43076649:clu_10610_NA
2	1:43068941:43076649:clu_10610_NA
2	1:43126575:43130534:clu_10617_NA
2	1:43130626:43131651:clu_10617_NA
2	1:43212523:43212924:clu_10621_NA
2	1:43212523:43212943:clu_10621_NA
2	1:43220888:43223454:clu_10625_NA
2	1:43222126:43222251:clu_10625_NA
2	1:43222536:43223454:clu_10625_NA
2	1:43234777:43239234:clu_10630_NA
2	1:43241392:43247318:clu_10632_NA
2	1:43259412:43282102:clu_10628_NA
2	1:43273171:43282102:clu_10628_NA
2	1:43279571:43282102:clu_10628_NA
2	1:43279575:43282102:clu_10628_NA
2	1:43282251:43282425:clu_10629_NA
2	1:43282276:43282861:clu_10629_NA
2	1:43283486:43290219:clu_10633_NA
2	1:43291409:43296115:clu_10634_NA
2	1:43291409:43300709:clu_10634_NA
2	1:43296204:43296439:clu_10634_NA
2	1:43665174:43672391:clu_10658_NA
2	1:43675587:43680926:clu_10658_NA
2	1:43779639:43780054:clu_10674_NA
2	1:43785019:43786940:clu_10675_NA
2	1:43824677:43825161:clu_10678_NA
2	1:43824684:43824838:clu_10678_NA
2	1:43882312:43885405:clu_10686_NA
2	1:43892480:43892727:clu_10694_NA
2	1:43894157:43895374:clu_10697_NA
2	1:43897572:43898016:clu_10700_NA
2	1:43898861:43899705:clu_10703_NA
2	1:43898861:43902842:clu_10703_NA
2	1:43899885:43900057:clu_10703_NA
2	1:43900156:43902842:clu_10703_NA
2	1:43905148:43905276:clu_10705_NA
2	1:43907489:43907671:clu_10708_NA
2	1:43914399:43915814:clu_10715_NA
2	1:43915842:43916008:clu_10716_NA
2	1:43916745:43917099:clu_10713_NA
2	1:43916982:43917081:clu_10713_NA
2	1:43916982:43917099:clu_10713_NA
2	1:43917000:43917099:clu_10713_NA
2	1:43917388:43917499:clu_10719_NA
2	1:44003948:44010702:clu_10725_NA
2	1:44057619:44058134:clu_10729_NA
2	1:44069860:44070574:clu_10728_NA
2	1:44075169:44078439:clu_10733_NA
2	1:44075169:44079289:clu_10733_NA
2	1:44078471:44079289:clu_10733_NA
2	1:44118984:44119334:clu_10737_NA
2	1:44118984:44121262:clu_10737_NA
2	1:44163684:44166206:clu_10741_NA
2	1:44280605:44290403:clu_10744_NA
2	1:44280605:44303891:clu_10744_NA
2	1:44290564:44303891:clu_10744_NA
2	1:44303983:44360055:clu_10745_NA
2	1:44323980:44360055:clu_10745_NA
2	1:44360149:44395804:clu_10746_NA
2	1:44386600:44387115:clu_10746_NA
2	1:44386600:44395691:clu_10746_NA
2	1:44406009:44410309:clu_10755_NA
2	1:44406009:44410356:clu_10755_NA
2	1:44406009:44411916:clu_10755_NA
2	1:44406062:44410309:clu_10755_NA
2	1:44406067:44410356:clu_10755_NA
2	1:44406067:44411414:clu_10755_NA
2	1:44406067:44411916:clu_10755_NA
2	1:44410468:44411414:clu_10755_NA
2	1:44410468:44412153:clu_10755_NA
2	1:44436380:44436638:clu_10767_NA
2	1:44436861:44437059:clu_10768_NA
2	1:44437742:44437830:clu_10768_NA
2	1:44440779:44441762:clu_10769_NA
2	1:44445183:44445802:clu_10772_NA
2	1:44445183:44446786:clu_10772_NA
2	1:44457691:44459562:clu_10777_NA
2	1:44458059:44458195:clu_10777_NA
2	1:44458311:44459559:clu_10777_NA
2	1:44461528:44461610:clu_10779_NA
2	1:44461528:44461614:clu_10779_NA
2	1:44463411:44466439:clu_10771_NA
2	1:44468657:44475637:clu_10783_NA
2	1:44474295:44489920:clu_10783_NA
2	1:44476554:44482719:clu_10783_NA
2	1:44679221:44679381:clu_10792_NA
2	1:44680570:44683983:clu_10794_NA
2	1:44785416:44820564:clu_10799_NA
2	1:45140545:45150065:clu_10816_NA
2	1:45140545:45153868:clu_10816_NA
2	1:45140545:45155348:clu_10816_NA
2	1:45189578:45189794:clu_10816_NA
2	1:45216236:45218804:clu_10830_NA
2	1:45274578:45275885:clu_10845_NA
2	1:45289057:45292160:clu_10850_NA
2	1:45485074:45485738:clu_10879_NA
2	1:45805976:45806975:clu_10887_NA
20	3:48289167:48297029:clu_39718_NA
20	3:48289167:48298335:clu_39718_NA
20	3:48298512:48299419:clu_39718_NA
20	3:48299451:48302303:clu_39718_NA
20	3:48336293:48339917:clu_39724_NA
20	3:48463614:48463740:clu_39750_NA
20	3:48463633:48463740:clu_39750_NA
20	3:48609478:48609555:clu_39783_NA
20	3:48669770:48670407:clu_39818_NA
20	3:48730612:48732523:clu_39845_NA
20	3:48731673:48731892:clu_39845_NA
20	3:48731673:48732127:clu_39845_NA
20	3:48731673:48732523:clu_39845_NA
20	3:48731958:48732127:clu_39845_NA
20	3:48731958:48732523:clu_39845_NA
20	3:48732851:48752748:clu_39846_NA
20	3:48732851:48754590:clu_39846_NA
20	3:48732854:48754590:clu_39846_NA
20	3:48752960:48754590:clu_39846_NA
20	3:48929505:48936123:clu_39866_NA
20	3:48960244:48962151:clu_39867_NA
20	3:48960244:48964895:clu_39867_NA
20	3:48962272:48964895:clu_39867_NA
20	3:48982614:48986499:clu_39868_NA
20	3:48986529:48999045:clu_39868_NA
20	3:49166585:49166678:clu_39931_NA
20	3:49236540:49249199:clu_39945_NA
20	3:49249269:49273981:clu_39945_NA
20	3:49395180:49395460:clu_39961_NA
20	3:49395180:49395598:clu_39961_NA
20	3:49712054:49713127:clu_39982_NA
20	3:49713399:49713811:clu_39983_NA
20	3:49718062:49718534:clu_39989_NA
20	3:49718672:49719155:clu_39989_NA
20	3:49720579:49720670:clu_39990_NA
20	3:49720579:49721439:clu_39990_NA
20	3:49721622:49721747:clu_39985_NA
20	3:49721622:49721804:clu_39985_NA
20	3:49722522:49722904:clu_39994_NA
20	3:49724718:49724989:clu_39998_NA
20	3:49735570:49735763:clu_40001_NA
20	3:49735570:49735873:clu_40001_NA
20	3:49735959:49736413:clu_40002_NA
20	3:49737785:49738069:clu_40003_NA
20	3:49738142:49738924:clu_40004_NA
20	3:49738142:49738966:clu_40004_NA
