locus	intron
21	3:49738142:49738966:clu_40004_NA
21	3:49742619:49742967:clu_40009_NA
21	3:49885041:49885576:clu_40042_NA
21	3:49927493:49927918:clu_40050_NA
21	3:50404928:50405073:clu_40135_NA
21	3:50416630:50416863:clu_40140_NA
21	3:50421768:50424999:clu_40141_NA
21	3:50607069:50608362:clu_40147_NA
21	3:50617660:50619509:clu_40151_NA
22	3:118624565:118647356:clu_41620_NA
23	3:118624565:118647356:clu_41620_NA
24	4:65880891:65889955:clu_74139_NA
24	4:66286283:66347173:clu_74148_NA
24	4:66536391:66561734:clu_74149_NA
24	4:66536391:66563604:clu_74149_NA
24	4:66563749:66567896:clu_74149_NA
24	4:66566123:66567896:clu_74149_NA
27	5:50046022:50055477:clu_45332_NA
27	5:50053049:50055477:clu_45332_NA
27	5:52204871:52205992:clu_45368_NA
28	5:86957930:87044671:clu_46275_NA
28	5:86957930:87077067:clu_46275_NA
28	5:87039999:87077067:clu_46275_NA
28	5:87566402:87732090:clu_46289_NA
28	5:87577923:87578532:clu_46289_NA
28	5:87578683:87583253:clu_46290_NA
28	5:87688159:87732090:clu_46289_NA
28	5:87968908:87980475:clu_46298_NA
28	5:88185511:88201026:clu_46318_NA
28	5:88253053:88261658:clu_46319_NA
29	5:86957930:87044671:clu_46275_NA
29	5:86957930:87077067:clu_46275_NA
29	5:87039999:87077067:clu_46275_NA
29	5:87566402:87732090:clu_46289_NA
29	5:87577923:87578532:clu_46289_NA
29	5:87578683:87583253:clu_46290_NA
29	5:87688159:87732090:clu_46289_NA
29	5:87968908:87980475:clu_46298_NA
29	5:88185511:88201026:clu_46318_NA
29	5:88253053:88261658:clu_46319_NA
3	1:43282251:43282425:clu_10629_NA
3	1:43283486:43289280:clu_10633_NA
3	1:43315413:43316330:clu_10639_NA
3	1:43904488:43904600:clu_10704_NA
3	1:43907489:43907671:clu_10708_NA
3	1:43911655:43911850:clu_10710_NA
3	1:43913369:43913520:clu_10712_NA
3	1:44386600:44395691:clu_10746_NA
3	1:44679221:44679421:clu_10792_NA
3	1:45115441:45116376:clu_10813_NA
3	1:45120791:45125846:clu_10805_NA
3	1:45288341:45288741:clu_10848_NA
3	1:46016827:46032241:clu_10893_NA
30	5:86957930:87044671:clu_46275_NA
30	5:86957930:87077067:clu_46275_NA
30	5:87039999:87077067:clu_46275_NA
30	5:87566402:87732090:clu_46289_NA
30	5:87577923:87578532:clu_46289_NA
30	5:87578683:87583253:clu_46290_NA
30	5:87688159:87732090:clu_46289_NA
30	5:87968908:87980475:clu_46298_NA
30	5:88185511:88201026:clu_46318_NA
30	5:88253053:88261658:clu_46319_NA
31	5:102295763:102296862:clu_46622_NA
32	5:145044908:145050327:clu_47755_NA
32	5:145051117:145083538:clu_47755_NA
33	6:24554859:24556835:clu_83227_NA
33	6:24653381:24654640:clu_83241_NA
33	6:25689445:25689701:clu_83289_NA
33	6:26370831:26373125:clu_83331_NA
33	6:26373325:26373504:clu_83331_NA
33	6:26402640:26405600:clu_83338_NA
33	6:26410142:26410234:clu_83332_NA
33	6:26411809:26412640:clu_83333_NA
33	6:26411809:26413397:clu_83333_NA
33	6:26426751:26428099:clu_83341_NA
33	6:26463753:26465413:clu_83344_NA
33	6:26463753:26465446:clu_83344_NA
33	6:26538729:26540129:clu_83354_NA
33	6:26538729:26545355:clu_83354_NA
33	6:26540254:26545355:clu_83354_NA
33	6:26543206:26545355:clu_83354_NA
33	6:26675145:26675274:clu_83360_NA
33	6:26675145:26681539:clu_83360_NA
33	6:26675145:26687347:clu_83360_NA
33	6:26675422:26676724:clu_83360_NA
33	6:26676948:26677841:clu_83360_NA
33	6:26677310:26677841:clu_83360_NA
33	6:26677930:26680880:clu_83360_NA
33	6:26677930:26681553:clu_83360_NA
33	6:26677930:26682573:clu_83360_NA
33	6:26680978:26681383:clu_83360_NA
33	6:26787871:26846479:clu_83363_NA
33	6:26796219:26839903:clu_83363_NA
33	6:26840029:26846479:clu_83363_NA
33	6:26846194:26846479:clu_83363_NA
33	6:26851296:26892899:clu_83364_NA
33	6:26853222:26855739:clu_83364_NA
33	6:26853222:26892899:clu_83364_NA
33	6:26856976:26889908:clu_83364_NA
33	6:26856976:26892158:clu_83364_NA
33	6:26856976:26892899:clu_83364_NA
33	6:26892271:26892899:clu_83364_NA
33	6:26893054:26924245:clu_83365_NA
33	6:27331081:27337915:clu_83378_NA
33	6:27335391:27337915:clu_83378_NA
34	6:24554859:24556835:clu_83227_NA
34	6:24653381:24654640:clu_83241_NA
34	6:25689445:25689701:clu_83289_NA
34	6:26370831:26373125:clu_83331_NA
34	6:26373325:26373504:clu_83331_NA
34	6:26402640:26405600:clu_83338_NA
34	6:26410142:26410234:clu_83332_NA
34	6:26411809:26412640:clu_83333_NA
34	6:26411809:26413397:clu_83333_NA
34	6:26426751:26428099:clu_83341_NA
34	6:26463753:26465413:clu_83344_NA
34	6:26463753:26465446:clu_83344_NA
34	6:26538729:26540129:clu_83354_NA
34	6:26538729:26545355:clu_83354_NA
34	6:26540254:26545355:clu_83354_NA
34	6:26543206:26545355:clu_83354_NA
34	6:26675145:26675274:clu_83360_NA
34	6:26675145:26681539:clu_83360_NA
34	6:26675145:26687347:clu_83360_NA
34	6:26675422:26676724:clu_83360_NA
34	6:26676948:26677841:clu_83360_NA
34	6:26677310:26677841:clu_83360_NA
34	6:26677930:26680880:clu_83360_NA
34	6:26677930:26681553:clu_83360_NA
34	6:26677930:26682573:clu_83360_NA
34	6:26680978:26681383:clu_83360_NA
34	6:26787871:26846479:clu_83363_NA
34	6:26796219:26839903:clu_83363_NA
34	6:26840029:26846479:clu_83363_NA
34	6:26846194:26846479:clu_83363_NA
34	6:26851296:26892899:clu_83364_NA
34	6:26853222:26855739:clu_83364_NA
34	6:26853222:26892899:clu_83364_NA
34	6:26856976:26889908:clu_83364_NA
34	6:26856976:26892158:clu_83364_NA
34	6:26856976:26892899:clu_83364_NA
34	6:26892271:26892899:clu_83364_NA
34	6:26893054:26924245:clu_83365_NA
34	6:27331081:27337915:clu_83378_NA
34	6:27335391:27337915:clu_83378_NA
35	6:52220362:52285007:clu_85003_NA
36	6:159420942:159446981:clu_87525_NA
36	6:159421424:159461491:clu_87525_NA
36	6:159445055:159446981:clu_87525_NA
36	6:159445236:159446981:clu_87525_NA
36	6:160062797:160103506:clu_87545_NA
36	6:160103670:160109158:clu_87546_NA
36	6:160211092:160211972:clu_87564_NA
36	6:160468368:160468824:clu_87583_NA
36	6:161529891:161529983:clu_87635_NA
36	6:161536334:161537882:clu_87640_NA
37	6:163149423:163235179:clu_87666_NA
37	6:163878583:163899812:clu_87682_NA
38	7:892304:892450:clu_100232_NA
38	7:924031:925693:clu_100240_NA
38	7:1126880:1127834:clu_100265_NA
38	7:1167022:1177835:clu_100267_NA
38	7:1167022:1177854:clu_100267_NA
38	7:1200259:1203088:clu_100269_NA
38	7:1476492:1476990:clu_100280_NA
38	7:1476492:1477070:clu_100280_NA
38	7:1476492:1477171:clu_100280_NA
38	7:1476722:1477171:clu_100280_NA
38	7:1482120:1483213:clu_100284_NA
38	7:1487401:1488256:clu_100286_NA
38	7:1517572:1518002:clu_100294_NA
38	7:1615524:1618923:clu_100316_NA
38	7:1625253:1627415:clu_100317_NA
38	7:1627664:1632739:clu_100317_NA
38	7:1705806:1783940:clu_100323_NA
38	7:1727786:1783940:clu_100323_NA
38	7:2269773:2270184:clu_100329_NA
38	7:2270359:2272507:clu_100330_NA
38	7:2297149:2297370:clu_100347_NA
38	7:2565201:2565319:clu_100368_NA
39	7:892304:892450:clu_100232_NA
39	7:924031:925693:clu_100240_NA
39	7:1126880:1127834:clu_100265_NA
39	7:1167022:1177835:clu_100267_NA
39	7:1167022:1177854:clu_100267_NA
39	7:1200259:1203088:clu_100269_NA
39	7:1476492:1476990:clu_100280_NA
39	7:1476492:1477070:clu_100280_NA
39	7:1476492:1477171:clu_100280_NA
39	7:1476722:1477171:clu_100280_NA
39	7:1482120:1483213:clu_100284_NA
39	7:1517572:1518002:clu_100294_NA
39	7:1615524:1618923:clu_100316_NA
39	7:1625253:1627415:clu_100317_NA
39	7:1627664:1632739:clu_100317_NA
39	7:1705806:1783940:clu_100323_NA
39	7:1727786:1745620:clu_100323_NA
39	7:1727786:1783940:clu_100323_NA
39	7:2269773:2270184:clu_100329_NA
39	7:2270359:2272507:clu_100330_NA
39	7:2297149:2297370:clu_100347_NA
39	7:2478965:2482182:clu_100355_NA
39	7:2565201:2565319:clu_100368_NA
39	7:2566043:2566470:clu_100369_NA
4	1:43282251:43282425:clu_10629_NA
4	1:43283486:43289280:clu_10633_NA
4	1:43315413:43316330:clu_10639_NA
4	1:43904488:43904600:clu_10704_NA
4	1:43907489:43907671:clu_10708_NA
4	1:43911655:43911850:clu_10710_NA
4	1:43913369:43913520:clu_10712_NA
4	1:44386600:44395691:clu_10746_NA
4	1:44679221:44679421:clu_10792_NA
4	1:45115441:45116376:clu_10813_NA
4	1:45120791:45125846:clu_10805_NA
4	1:45288341:45288741:clu_10848_NA
4	1:46016827:46032241:clu_10893_NA
40	7:1627664:1632739:clu_100317_NA
40	7:1727786:1745620:clu_100323_NA
40	7:2188873:2252847:clu_100327_NA
40	7:2281891:2282560:clu_100340_NA
40	7:2297149:2297370:clu_100347_NA
40	7:2478965:2482182:clu_100355_NA
40	7:2566043:2566470:clu_100369_NA
40	7:2687272:2689201:clu_100398_NA
40	7:2771384:2773085:clu_100408_NA
40	7:2773135:2834562:clu_100408_NA
40	7:3678742:3681590:clu_100427_NA
40	7:4007066:4008889:clu_100436_NA
40	7:4014177:4050598:clu_100438_NA
40	7:4119216:4150295:clu_100441_NA
40	7:4823057:4823320:clu_100466_NA
40	7:4876236:4917236:clu_100478_NA
41	7:76728268:76738904:clu_102708_NA
41	7:77028854:77033876:clu_102726_NA
41	7:77266365:77267941:clu_102734_NA
41	7:77290650:77313407:clu_102737_NA
41	7:77325335:77325489:clu_102737_NA
41	7:77423740:77427571:clu_102749_NA
41	7:77649293:77694891:clu_102752_NA
41	7:77814987:77824197:clu_102756_NA
41	7:78131104:78150747:clu_102760_NA
41	7:78150962:78183884:clu_102765_NA
41	7:78183988:78256436:clu_102765_NA
42	7:113925511:113928074:clu_103973_NA
42	7:114617727:114619561:clu_103984_NA
43	7:113925511:113928074:clu_103973_NA
43	7:114617727:114619561:clu_103984_NA
44	8:8877974:8881952:clu_96489_NA
44	8:10285804:10303849:clu_96526_NA
44	8:10328532:10331326:clu_96527_NA
44	8:10328532:10331729:clu_96527_NA
44	8:10331672:10331768:clu_96533_NA
44	8:10331672:10331965:clu_96533_NA
44	8:10331885:10331965:clu_96533_NA
44	8:10334793:10334953:clu_96528_NA
44	8:10334793:10335271:clu_96528_NA
44	8:10337702:10337910:clu_96529_NA
44	8:10337702:10338056:clu_96529_NA
44	8:10342791:10344971:clu_96530_NA
44	8:10342791:10345921:clu_96530_NA
44	8:11629094:11640712:clu_96578_NA
44	8:11637459:11637935:clu_96578_NA
45	8:52812406:52822129:clu_97726_NA
45	8:52812406:52859399:clu_97726_NA
45	8:52812585:52825617:clu_97726_NA
45	8:52812585:52858996:clu_97726_NA
45	8:54793644:54852136:clu_97767_NA
46	8:92378945:92401566:clu_98568_NA
47	8:142186860:142188166:clu_99593_NA
47	8:142199245:142200383:clu_99601_NA
47	8:142199245:142202430:clu_99601_NA
47	8:143747939:143751350:clu_99694_NA
47	8:143809118:143816744:clu_99699_NA
47	8:144102408:144102766:clu_99711_NA
48	9:12962416:13029408:clu_33700_NA
48	9:13138152:13139986:clu_33709_NA
48	9:14674383:14677296:clu_33757_NA
48	9:14789108:14792741:clu_33766_NA
48	9:14813062:14816776:clu_33772_NA
48	9:14987954:14992527:clu_33782_NA
48	9:14990343:14993698:clu_33782_NA
48	9:14992752:14993014:clu_33782_NA
48	9:15000539:15001632:clu_33784_NA
48	9:15001730:15011674:clu_33784_NA
48	9:15011761:15013287:clu_33784_NA
48	9:15011761:15017353:clu_33784_NA
48	9:15192693:15199859:clu_33790_NA
48	9:15192693:15210086:clu_33790_NA
48	9:15597789:15623265:clu_33802_NA
48	9:15848945:15920268:clu_33812_NA
48	9:15888086:15920268:clu_33812_NA
48	9:15920420:15936905:clu_33812_NA
48	9:16023665:16035455:clu_33812_NA
49	10:94451768:94452125:clu_20331_NA
49	10:95134712:95137080:clu_20355_NA
49	10:95137186:95139620:clu_20355_NA
49	10:95360803:95361161:clu_20371_NA
49	10:95459863:95461433:clu_20376_NA
49	10:95713925:95748253:clu_20385_NA
49	10:95746742:95747478:clu_20385_NA
49	10:95746742:95748253:clu_20385_NA
49	10:95747630:95748253:clu_20385_NA
49	10:96081816:96084135:clu_20401_NA
49	10:96085142:96087725:clu_20403_NA
49	10:96117088:96117840:clu_20408_NA
49	10:96827448:96828324:clu_20438_NA
49	10:96827448:96828992:clu_20438_NA
49	10:96827448:96871088:clu_20438_NA
49	10:96932944:96988095:clu_20438_NA
5	1:95699871:95702904:clu_12342_NA
50	10:105128305:105133115:clu_21022_NA
50	10:105719598:105720874:clu_21056_NA
50	10:105721057:105726489:clu_21056_NA
50	10:105725998:105726489:clu_21056_NA
50	10:105900752:105902039:clu_21073_NA
50	10:105941181:105942124:clu_21078_NA
50	10:106111685:106112876:clu_21099_NA
51	10:105128305:105133115:clu_21022_NA
51	10:105719598:105720874:clu_21056_NA
51	10:105721057:105726489:clu_21056_NA
51	10:105725998:105726489:clu_21056_NA
51	10:105900752:105902039:clu_21073_NA
51	10:105941181:105942124:clu_21078_NA
51	10:106111685:106112876:clu_21099_NA
52	11:28103349:28104403:clu_29088_NA
53	12:58018939:58019193:clu_68496_NA
53	12:58019535:58019781:clu_68496_NA
53	12:58110295:58110482:clu_68512_NA
53	12:58112159:58112776:clu_68511_NA
53	12:58112204:58112776:clu_68511_NA
53	12:58177066:58177398:clu_68534_NA
53	12:58177435:58179946:clu_68534_NA
53	12:58177953:58179946:clu_68534_NA
53	12:57496704:57498509:clu_68371_NA
53	12:57538883:57539010:clu_68378_NA
53	12:57593808:57593965:clu_68392_NA
54	12:88500875:88504979:clu_69162_NA
54	12:88509347:88510810:clu_69165_NA
54	12:89866052:89885713:clu_69192_NA
54	12:89866052:89918897:clu_69192_NA
54	12:89992520:89992894:clu_69201_NA
55	13:111298437:111299448:clu_93312_NA
55	13:111340365:111350265:clu_93318_NA
55	13:111546549:111546632:clu_93324_NA
55	13:111885640:111896219:clu_93334_NA
56	18:21294036:21299550:clu_64359_NA
56	18:21329510:21330882:clu_64360_NA
56	18:21402005:21402216:clu_64367_NA
56	18:21479419:21481091:clu_64379_NA
56	18:21897364:21897541:clu_64411_NA
56	18:22007242:22007883:clu_64416_NA
56	18:22807661:22901972:clu_64435_NA
56	18:23658124:23662327:clu_64446_NA
57	18:51809385:51810113:clu_65022_NA
57	18:51900654:51904544:clu_65029_NA
58	20:21284111:21307128:clu_94275_NA
59	20:21284111:21307128:clu_94275_NA
6	1:95699871:95702904:clu_12342_NA
60	20:21284111:21307128:clu_94275_NA
61	20:24990024:24993237:clu_94349_NA
61	20:25124149:25124915:clu_94358_NA
61	20:25124149:25124933:clu_94358_NA
61	20:25507234:25565244:clu_94393_NA
7	1:95699871:95702904:clu_12342_NA
8	1:98520059:99005079:clu_12391_NA
8	1:98858789:98859219:clu_12391_NA
8	1:99474291:99667485:clu_12407_NA
9	1:162745633:162745926:clu_14814_NA
9	1:162762652:162769533:clu_14816_NA
9	1:163276119:163288972:clu_14833_NA
9	1:165377555:165378795:clu_14868_NA
