locus	isoform
29	ENST00000670494.1_2
29	ENST00000659116.1_1
29	ENST00000506978.5_2
29	ENST00000666338.1_2
3	ENST00000660910.1_1
3	ENST00000440068.5_5
3	ENST00000372525.7_3
3	ENST00000372521.9_3
3	ENST00000372502.5_1
3	ENST00000372492.8_3
3	ENST00000431635.6_3
3	ENST00000471187.1_1
3	ENST00000372458.8_3
3	ENST00000372432.5_2
3	ENST00000438120.5_2
3	ENST00000372324.5_1
3	ENST00000466926.1_6
3	ENST00000496262.1_1
3	ENST00000636293.1_1
30	ENST00000655360.1_2
30	ENST00000666808.1_1
30	ENST00000661351.1_1
30	ENST00000507736.2_2
30	ENST00000510087.6_2
30	ENST00000670494.1_2
30	ENST00000659116.1_1
30	ENST00000506978.5_2
30	ENST00000666338.1_2
31	ENST00000511400.1_2
32	ENST00000508667.5_2
32	ENST00000394434.7_3
33	ENST00000565469.4_3
33	ENST00000476458.1_1
33	ENST00000613854.1_1
33	ENST00000617569.1_1
33	ENST00000621411.2_2
33	ENST00000612966.2_2
33	ENST00000377803.3_1
33	ENST00000314332.5_2
33	ENST00000396984.1_1
33	ENST00000635200.1_4
33	ENST00000615164.2_1
33	ENST00000618052.1_1
33	ENST00000377727.1_1
33	ENST00000530653.5_1
33	ENST00000467485.5_1
33	ENST00000493275.5_1
33	ENST00000425234.6_2
33	ENST00000289361.11_4
33	ENST00000477243.1_1
33	ENST00000471278.5_4
33	ENST00000647995.1_1
33	ENST00000562904.1_1
33	ENST00000479900.5_2
33	ENST00000606878.2_2
33	ENST00000359193.3_1
33	ENST00000333151.4_1
33	ENST00000529104.1_1
33	ENST00000405613.1_1
34	ENST00000476458.1_1
34	ENST00000613854.1_1
34	ENST00000617569.1_1
34	ENST00000621411.2_2
34	ENST00000612966.2_2
34	ENST00000377803.3_1
34	ENST00000314332.5_2
34	ENST00000396984.1_1
34	ENST00000635200.1_4
34	ENST00000615164.2_1
34	ENST00000618052.1_1
34	ENST00000377727.1_1
34	ENST00000530653.5_1
34	ENST00000467485.5_1
34	ENST00000493275.5_1
34	ENST00000425234.6_2
34	ENST00000289361.11_4
34	ENST00000477243.1_1
34	ENST00000471278.5_4
34	ENST00000647995.1_1
34	ENST00000562904.1_1
34	ENST00000479900.5_2
34	ENST00000606878.2_2
34	ENST00000359193.3_1
34	ENST00000333151.4_1
34	ENST00000529104.1_1
34	ENST00000405613.1_1
35	ENST00000660233.1_1
36	ENST00000535459.5_2
36	ENST00000545162.5_3
36	ENST00000494513.1_1
36	ENST00000535372.1_3
36	ENST00000321394.12_3
36	ENST00000614786.1_2
36	ENST00000316300.9_2
36	ENST00000448126.5_1
36	ENST00000659713.1_2
37	ENST00000337019.7_1
37	ENST00000366889.6_1
38	ENST00000433212.5_1
38	ENST00000495809.1_2
38	ENST00000465681.1_2
38	ENST00000357429.10_3
38	ENST00000397100.6_3
38	ENST00000491163.1_5
38	ENST00000297508.8_3
38	ENST00000457484.6_1
38	ENST00000444373.6_3
38	ENST00000440306.3_2
38	ENST00000486040.1_3
38	ENST00000435060.5_2
38	ENST00000447136.1_3
38	ENST00000397011.2_1
38	ENST00000468611.5_1
38	ENST00000494658.1_1
38	ENST00000359574.7_2
39	ENST00000465681.1_2
39	ENST00000357429.10_3
39	ENST00000397100.6_3
39	ENST00000491163.1_5
39	ENST00000297508.8_3
39	ENST00000444373.6_3
39	ENST00000459731.1_2
39	ENST00000440306.3_2
39	ENST00000486040.1_3
39	ENST00000435060.5_2
39	ENST00000447136.1_3
39	ENST00000397011.2_1
39	ENST00000468611.5_1
39	ENST00000494658.1_1
39	ENST00000359574.7_2
39	ENST00000473879.1_2
39	ENST00000485329.1_2
4	ENST00000660910.1_1
4	ENST00000440068.5_5
4	ENST00000372525.7_3
4	ENST00000372521.9_3
4	ENST00000372502.5_1
4	ENST00000372492.8_3
4	ENST00000431635.6_3
4	ENST00000471187.1_1
4	ENST00000372458.8_3
4	ENST00000372432.5_2
4	ENST00000438120.5_2
4	ENST00000372324.5_1
4	ENST00000466926.1_6
4	ENST00000636293.1_1
40	ENST00000459731.1_2
40	ENST00000399654.6_2
40	ENST00000468611.5_1
40	ENST00000473879.1_2
40	ENST00000485329.1_2
40	ENST00000328914.5_2
40	ENST00000649736.1_1
40	ENST00000396912.2_3
41	ENST00000447995.2_1
41	ENST00000522342.3_6
41	ENST00000648775.1_2
41	ENST00000637282.1_2
41	ENST00000637249.1_2
44	ENST00000654192.1_2
44	ENST00000518255.5_1
44	ENST00000382490.9_2
44	ENST00000521686.1_3
44	ENST00000562242.1_1
44	ENST00000524047.5_1
44	ENST00000658549.1_1
44	ENST00000517732.5_2
44	ENST00000518098.1_2
44	ENST00000653879.1_1
44	ENST00000304501.2_3
44	ENST00000622929.1_1
44	ENST00000525246.5_2
44	ENST00000602581.1_1
44	ENST00000641966.1_2
45	ENST00000522957.1_2
45	ENST00000605049.1_1
45	ENST00000670326.1_2
45	ENST00000396774.6_6
45	ENST00000522225.5_1
46	ENST00000522817.2_3
46	ENST00000659792.1_2
46	ENST00000523168.5_2
46	ENST00000524215.5_2
46	ENST00000524107.5_3
46	ENST00000378861.9_3
47	ENST00000517712.5_2
47	ENST00000521562.5_3
47	ENST00000520105.5_1
48	ENST00000493697.1_3
48	ENST00000646622.1_2
48	ENST00000610061.1_1
48	ENST00000427623.5_2
48	ENST00000652088.1_2
48	ENST00000652129.1_2
48	ENST00000502889.1_1
49	ENST00000650060.1_2
49	ENST00000482719.1_2
49	ENST00000630487.2_1
49	ENST00000478763.2_1
49	ENST00000630047.2_2
49	ENST00000371361.3_3
49	ENST00000539050.5_2
5	ENST00000424943.1_1
5	ENST00000609116.5_1
50	ENST00000477078.2_1
50	ENST00000369707.2_1
50	ENST00000498052.1_1
50	ENST00000434792.1_1
50	ENST00000358187.2_2
51	ENST00000477078.2_1
51	ENST00000369707.2_1
51	ENST00000498052.1_1
51	ENST00000434792.1_1
51	ENST00000358187.2_2
52	ENST00000652663.1_1
52	ENST00000407364.8_3
52	ENST00000634762.1_1
53	ENST00000543672.5_2
53	ENST00000257966.12_1
53	ENST00000389142.9_3
53	ENST00000552423.1_1
53	ENST00000542466.2_1
53	ENST00000257910.8_2
53	ENST00000553083.1_1
53	ENST00000652027.1_1
53	ENST00000651066.1_1
53	ENST00000549851.5_2
53	ENST00000552294.1_2
53	ENST00000300145.4_2
53	ENST00000654861.1_2
53	ENST00000418572.7_3
54	ENST00000552044.1_2
54	ENST00000549304.5_2
54	ENST00000539190.6_2
55	ENST00000540006.5_2
55	ENST00000539405.1_2
55	ENST00000539269.5_2
55	ENST00000375774.3_1
55	ENST00000485844.1_2
55	ENST00000489973.6_2
55	ENST00000620246.1_2
55	ENST00000422836.2_1
55	ENST00000650324.1_2
55	ENST00000544132.2_1
55	ENST00000464139.5_2
56	ENST00000585247.5_2
56	ENST00000624795.1_1
56	ENST00000584787.5_2
56	ENST00000666726.1_2
57	ENST00000581559.1_3
57	ENST00000585023.5_1
57	ENST00000579823.1_5
57	ENST00000583576.1_1
57	ENST00000577727.1_1
58	ENST00000495793.2_5
58	ENST00000619189.5_4
58	ENST00000616177.4_2
59	ENST00000619189.5_4
6	ENST00000424943.1_1
6	ENST00000609116.5_1
60	ENST00000619189.5_4
61	ENST00000377026.4_4
61	ENST00000432543.6_2
61	ENST00000376925.8_3
61	ENST00000613361.1_1
61	ENST00000672596.1_2
61	ENST00000376542.8_3
7	ENST00000424943.1_1
7	ENST00000609116.5_1
8	ENST00000609116.5_1
8	ENST00000660510.1_1
9	ENST00000493151.1_1
9	ENST00000421743.6_1
9	ENST00000427213.5_2
9	ENST00000527439.5_1
9	ENST00000340699.7_3
