locus	gene
21	ENSG00000114270
21	ENSG00000145022
21	ENSG00000164061
21	ENSG00000173531
21	ENSG00000004534
21	ENSG00000176020
21	ENSG00000164053
21	ENSG00000178057
21	ENSG00000067560
21	ENSG00000178537
21	ENSG00000114316
21	ENSG00000001617
21	ENSG00000185909
21	ENSG00000114353
21	ENSG00000164076
21	ENSG00000186792
21	ENSG00000172053
21	ENSG00000243477
21	ENSG00000232352
21	ENSG00000185614
21	ENSG00000114738
21	ENSG00000182179
21	ENSG00000114735
21	ENSG00000114378
21	ENSG00000114395
21	ENSG00000259970
21	ENSG00000012171
21	ENSG00000088543
21	ENSG00000007402
21	ENSG00000188338
21	ENSG00000179564
21	ENSG00000114388
21	ENSG00000164081
21	ENSG00000213600
22	ENSG00000243197
22	ENSG00000241155
22	ENSG00000163389
22	ENSG00000144847
22	ENSG00000121578
23	ENSG00000243197
23	ENSG00000241155
23	ENSG00000163389
23	ENSG00000144847
23	ENSG00000121578
24	ENSG00000250125
24	ENSG00000145242
24	ENSG00000250846
24	ENSG00000248479
24	ENSG00000250075
24	ENSG00000145241
24	ENSG00000109163
27	ENSG00000170571
27	ENSG00000151883
27	ENSG00000271752
28	ENSG00000145715
28	ENSG00000164180
28	ENSG00000247828
28	ENSG00000248708
28	ENSG00000271904
28	ENSG00000250156
28	ENSG00000081189
28	ENSG00000245526
28	ENSG00000250377
28	ENSG00000248309
29	ENSG00000145715
29	ENSG00000164180
29	ENSG00000247828
29	ENSG00000248708
29	ENSG00000271904
29	ENSG00000250156
29	ENSG00000081189
29	ENSG00000245526
29	ENSG00000250377
29	ENSG00000248309
3	ENSG00000066185
3	ENSG00000177868
3	ENSG00000164008
3	ENSG00000228452
3	ENSG00000186409
3	ENSG00000127125
3	ENSG00000230116
3	ENSG00000177181
3	ENSG00000171960
3	ENSG00000164011
3	ENSG00000164010
3	ENSG00000227533
3	ENSG00000243710
3	ENSG00000186973
3	ENSG00000229431
3	ENSG00000234917
3	ENSG00000117395
3	ENSG00000179178
3	ENSG00000229348
3	ENSG00000178922
3	ENSG00000066056
3	ENSG00000117399
3	ENSG00000066322
3	ENSG00000159479
3	ENSG00000066135
3	ENSG00000228192
3	ENSG00000117407
3	ENSG00000142949
3	ENSG00000236180
3	ENSG00000117411
3	ENSG00000159214
3	ENSG00000117408
3	ENSG00000117410
3	ENSG00000117400
3	ENSG00000237950
3	ENSG00000142959
3	ENSG00000178028
3	ENSG00000230615
3	ENSG00000225721
3	ENSG00000132768
3	ENSG00000070785
3	ENSG00000198520
3	ENSG00000236624
30	ENSG00000145715
30	ENSG00000164180
30	ENSG00000247828
30	ENSG00000248708
30	ENSG00000271904
30	ENSG00000250156
30	ENSG00000081189
30	ENSG00000245526
30	ENSG00000250377
30	ENSG00000248309
31	ENSG00000112874
31	ENSG00000181751
31	ENSG00000175749
32	ENSG00000145817
32	ENSG00000183775
32	ENSG00000173261
32	ENSG00000250842
32	ENSG00000215325
32	ENSG00000133706
32	ENSG00000186314
32	ENSG00000249363
32	ENSG00000156463
33	ENSG00000137261
33	ENSG00000272462
33	ENSG00000168405
33	ENSG00000112308
33	ENSG00000079691
33	ENSG00000197061
33	ENSG00000196226
33	ENSG00000124693
33	ENSG00000010704
33	ENSG00000272810
33	ENSG00000186470
33	ENSG00000198327
33	ENSG00000180596
33	ENSG00000197459
33	ENSG00000158406
33	ENSG00000111801
33	ENSG00000124508
33	ENSG00000112763
33	ENSG00000228223
33	ENSG00000187837
33	ENSG00000079689
33	ENSG00000124529
33	ENSG00000187475
33	ENSG00000197409
33	ENSG00000026950
33	ENSG00000198366
33	ENSG00000196532
33	ENSG00000261584
33	ENSG00000196966
33	ENSG00000241549
33	ENSG00000224843
33	ENSG00000168298
33	ENSG00000182952
33	ENSG00000112343
33	ENSG00000180573
33	ENSG00000261353
33	ENSG00000188987
33	ENSG00000124575
33	ENSG00000168242
33	ENSG00000256316
33	ENSG00000197846
33	ENSG00000187990
33	ENSG00000196866
33	ENSG00000146109
33	ENSG00000197697
33	ENSG00000234816
33	ENSG00000124549
33	ENSG00000197903
33	ENSG00000124613
33	ENSG00000204789
33	ENSG00000271755
33	ENSG00000181315
33	ENSG00000112812
33	ENSG00000216915
33	ENSG00000233822
33	ENSG00000197238
33	ENSG00000272009
33	ENSG00000197279
33	ENSG00000219392
33	ENSG00000237154
33	ENSG00000226314
33	ENSG00000216901
33	ENSG00000218016
33	ENSG00000272312
33	ENSG00000198315
33	ENSG00000196374
34	ENSG00000272462
34	ENSG00000112308
34	ENSG00000168405
34	ENSG00000079691
34	ENSG00000197061
34	ENSG00000196226
34	ENSG00000124693
34	ENSG00000010704
34	ENSG00000137261
34	ENSG00000272810
34	ENSG00000186470
34	ENSG00000198327
34	ENSG00000180596
34	ENSG00000197459
34	ENSG00000158406
34	ENSG00000111801
34	ENSG00000124508
34	ENSG00000112763
34	ENSG00000228223
34	ENSG00000187837
34	ENSG00000079689
34	ENSG00000124529
34	ENSG00000187475
34	ENSG00000197409
34	ENSG00000026950
34	ENSG00000198366
34	ENSG00000196532
34	ENSG00000261584
34	ENSG00000196966
34	ENSG00000241549
34	ENSG00000224843
34	ENSG00000168298
34	ENSG00000182952
34	ENSG00000112343
34	ENSG00000180573
34	ENSG00000261353
34	ENSG00000188987
34	ENSG00000124575
34	ENSG00000168242
34	ENSG00000256316
34	ENSG00000197846
34	ENSG00000187990
34	ENSG00000196866
34	ENSG00000146109
34	ENSG00000197697
34	ENSG00000234816
34	ENSG00000124549
34	ENSG00000197903
34	ENSG00000124613
34	ENSG00000204789
34	ENSG00000271755
34	ENSG00000181315
34	ENSG00000112812
34	ENSG00000216915
34	ENSG00000233822
34	ENSG00000197238
34	ENSG00000272009
34	ENSG00000197279
34	ENSG00000219392
34	ENSG00000237154
34	ENSG00000226314
34	ENSG00000216901
34	ENSG00000218016
34	ENSG00000272312
34	ENSG00000198315
34	ENSG00000196374
34	ENSG00000137185
34	ENSG00000196812
35	ENSG00000031691
35	ENSG00000146085
35	ENSG00000197261
36	ENSG00000130363
36	ENSG00000092820
36	ENSG00000164691
36	ENSG00000271913
36	ENSG00000236537
36	ENSG00000236823
36	ENSG00000197081
36	ENSG00000146425
36	ENSG00000243373
36	ENSG00000120438
36	ENSG00000112096
36	ENSG00000203711
36	ENSG00000146457
36	ENSG00000218226
36	ENSG00000112110
36	ENSG00000146453
36	ENSG00000220305
36	ENSG00000120437
36	ENSG00000130368
36	ENSG00000175003
36	ENSG00000268257
36	ENSG00000270949
36	ENSG00000085511
36	ENSG00000146477
36	ENSG00000198670
36	ENSG00000272841
36	ENSG00000213071
36	ENSG00000122194
37	ENSG00000112530
37	ENSG00000228692
37	ENSG00000185345
37	ENSG00000225683
37	ENSG00000270419
38	ENSG00000229043
38	ENSG00000146540
38	ENSG00000223855
38	ENSG00000178381
38	ENSG00000257607
38	ENSG00000164877
38	ENSG00000164880
38	ENSG00000230487
38	ENSG00000230444
38	ENSG00000157778
38	ENSG00000002822
38	ENSG00000164849
38	ENSG00000176349
38	ENSG00000122687
38	ENSG00000239857
38	ENSG00000198517
38	ENSG00000106263
38	ENSG00000256005
38	ENSG00000136213
38	ENSG00000175873
38	ENSG00000106003
38	ENSG00000106012
38	ENSG00000188191
38	ENSG00000164818
38	ENSG00000164828
38	ENSG00000273151
38	ENSG00000269396
38	ENSG00000105963
38	ENSG00000225968
39	ENSG00000229043
39	ENSG00000146540
39	ENSG00000223855
39	ENSG00000178381
39	ENSG00000257607
39	ENSG00000164877
39	ENSG00000164880
39	ENSG00000230487
39	ENSG00000230444
39	ENSG00000157778
39	ENSG00000002822
39	ENSG00000164849
39	ENSG00000176349
39	ENSG00000122687
39	ENSG00000239857
39	ENSG00000198517
39	ENSG00000106263
39	ENSG00000256005
39	ENSG00000136213
39	ENSG00000175873
39	ENSG00000106003
39	ENSG00000106012
39	ENSG00000146535
39	ENSG00000136295
39	ENSG00000174945
39	ENSG00000198286
39	ENSG00000106266
4	ENSG00000186409
4	ENSG00000177868
4	ENSG00000066185
4	ENSG00000177181
4	ENSG00000164008
4	ENSG00000228452
4	ENSG00000127125
4	ENSG00000230116
4	ENSG00000171960
4	ENSG00000164011
4	ENSG00000164010
4	ENSG00000227533
4	ENSG00000243710
4	ENSG00000186973
4	ENSG00000229431
4	ENSG00000234917
4	ENSG00000117395
4	ENSG00000179178
4	ENSG00000229348
4	ENSG00000178922
4	ENSG00000066056
4	ENSG00000117399
4	ENSG00000066322
4	ENSG00000159479
4	ENSG00000066135
4	ENSG00000228192
4	ENSG00000117407
4	ENSG00000142949
4	ENSG00000236180
4	ENSG00000117411
4	ENSG00000159214
4	ENSG00000117408
4	ENSG00000117410
4	ENSG00000117400
4	ENSG00000237950
4	ENSG00000142959
4	ENSG00000178028
4	ENSG00000230615
4	ENSG00000225721
4	ENSG00000132768
4	ENSG00000070785
4	ENSG00000198520
4	ENSG00000236624
40	ENSG00000106012
40	ENSG00000146535
40	ENSG00000136295
40	ENSG00000002822
40	ENSG00000174945
40	ENSG00000198286
40	ENSG00000106263
40	ENSG00000106266
40	ENSG00000146555
40	ENSG00000106009
40	ENSG00000122687
40	ENSG00000224593
40	ENSG00000272595
40	ENSG00000196204
40	ENSG00000273313
40	ENSG00000164638
40	ENSG00000213935
41	ENSG00000127947
41	ENSG00000214293
41	ENSG00000135211
41	ENSG00000187257
41	ENSG00000186088
41	ENSG00000006576
41	ENSG00000186704
41	ENSG00000135205
41	ENSG00000226230
41	ENSG00000234456
41	ENSG00000229110
42	ENSG00000164604
42	ENSG00000128573
42	ENSG00000135272
42	ENSG00000135269
43	ENSG00000164604
43	ENSG00000128573
43	ENSG00000135272
43	ENSG00000135269
44	ENSG00000269918
44	ENSG00000254093
44	ENSG00000254556
44	ENSG00000272267
44	ENSG00000261451
44	ENSG00000253649
44	ENSG00000175806
44	ENSG00000272505
44	ENSG00000255310
44	ENSG00000173273
44	ENSG00000253641
44	ENSG00000171044
44	ENSG00000215346
44	ENSG00000154316
44	ENSG00000254936
44	ENSG00000255020
44	ENSG00000253678
44	ENSG00000104643
44	ENSG00000177710
44	ENSG00000154319
44	ENSG00000171056
44	ENSG00000164733
44	ENSG00000255046
44	ENSG00000154328
44	ENSG00000255174
44	ENSG00000254507
44	ENSG00000255098
44	ENSG00000255052
44	ENSG00000254923
44	ENSG00000223443
44	ENSG00000226430
44	ENSG00000255495
44	ENSG00000227203
44	ENSG00000254527
44	ENSG00000233609
44	ENSG00000147324
45	ENSG00000272076
45	ENSG00000168300
45	ENSG00000147485
45	ENSG00000254314
45	ENSG00000023287
45	ENSG00000147488
45	ENSG00000237807
45	ENSG00000082556
45	ENSG00000147509
45	ENSG00000183729
46	ENSG00000253738
46	ENSG00000155099
46	ENSG00000254251
46	ENSG00000214954
46	ENSG00000253250
46	ENSG00000079102
46	ENSG00000155100
46	ENSG00000205133
46	ENSG00000264448
47	ENSG00000259758
47	ENSG00000169398
47	ENSG00000105339
47	ENSG00000253266
47	ENSG00000167632
47	ENSG00000253210
47	ENSG00000022567
47	ENSG00000253307
47	ENSG00000261655
47	ENSG00000204882
47	ENSG00000271959
47	ENSG00000261710
47	ENSG00000226490
47	ENSG00000184489
47	ENSG00000261693
47	ENSG00000253741
47	ENSG00000234616
47	ENSG00000171045
47	ENSG00000253716
47	ENSG00000180155
47	ENSG00000130193
47	ENSG00000167653
47	ENSG00000182851
47	ENSG00000167656
48	ENSG00000270547
48	ENSG00000235448
48	ENSG00000229268
48	ENSG00000147862
48	ENSG00000229029
48	ENSG00000272871
48	ENSG00000214110
48	ENSG00000225472
48	ENSG00000175893
48	ENSG00000273399
48	ENSG00000234982
48	ENSG00000155158
48	ENSG00000164946
48	ENSG00000215237
48	ENSG00000164989
48	ENSG00000164975
49	ENSG00000095596
49	ENSG00000107864
49	ENSG00000148690
49	ENSG00000108231
49	ENSG00000095464
49	ENSG00000152804
49	ENSG00000138119
49	ENSG00000138193
49	ENSG00000186188
49	ENSG00000176273
49	ENSG00000138207
49	ENSG00000268894
49	ENSG00000173145
49	ENSG00000119969
49	ENSG00000138115
5	ENSG00000228971
5	ENSG00000122481
5	ENSG00000235501
5	ENSG00000152078
5	ENSG00000224081
5	ENSG00000226026
5	ENSG00000117569
5	ENSG00000228057
5	ENSG00000270911
50	ENSG00000260461
50	ENSG00000107960
50	ENSG00000065621
50	ENSG00000148834
50	ENSG00000156395
50	ENSG00000197748
50	ENSG00000156384
50	ENSG00000107954
50	ENSG00000148835
50	ENSG00000231233
50	ENSG00000273485
50	ENSG00000148843
50	ENSG00000148841
50	ENSG00000120051
50	ENSG00000213260
51	ENSG00000260461
51	ENSG00000065621
51	ENSG00000107960
51	ENSG00000148834
51	ENSG00000156395
51	ENSG00000197748
51	ENSG00000156384
51	ENSG00000107954
51	ENSG00000148835
51	ENSG00000231233
51	ENSG00000273485
51	ENSG00000148843
51	ENSG00000148841
51	ENSG00000120051
51	ENSG00000213260
52	ENSG00000245573
52	ENSG00000148943
52	ENSG00000176697
52	ENSG00000169519
52	ENSG00000261340
53	ENSG00000025423
53	ENSG00000198056
53	ENSG00000170426
53	ENSG00000139547
53	ENSG00000257303
53	ENSG00000166888
53	ENSG00000257740
53	ENSG00000135517
53	ENSG00000166881
53	ENSG00000182199
53	ENSG00000166860
53	ENSG00000176422
53	ENSG00000123427
53	ENSG00000135439
53	ENSG00000123297
53	ENSG00000135454
53	ENSG00000166896
53	ENSG00000111012
53	ENSG00000175197
53	ENSG00000270039
53	ENSG00000166908
53	ENSG00000123329
53	ENSG00000240771
53	ENSG00000255737
53	ENSG00000257921
53	ENSG00000135452
53	ENSG00000257499
53	ENSG00000257159
53	ENSG00000257698
53	ENSG00000139263
53	ENSG00000135446
53	ENSG00000139266
53	ENSG00000257953
53	ENSG00000135502
53	ENSG00000135407
54	ENSG00000049130
54	ENSG00000246363
54	ENSG00000198707
54	ENSG00000139324
54	ENSG00000257156
54	ENSG00000257194
54	ENSG00000139323
54	ENSG00000258302
54	ENSG00000271259
54	ENSG00000270344
54	ENSG00000271614
54	ENSG00000257594
54	ENSG00000139318
55	ENSG00000255813
55	ENSG00000185950
55	ENSG00000255874
55	ENSG00000102606
55	ENSG00000134871
55	ENSG00000259831
55	ENSG00000134905
55	ENSG00000213995
55	ENSG00000255831
55	ENSG00000153487
55	ENSG00000233644
55	ENSG00000088448
55	ENSG00000153495
55	ENSG00000235875
55	ENSG00000139832
56	ENSG00000154040
56	ENSG00000265750
56	ENSG00000266495
56	ENSG00000141447
56	ENSG00000266489
56	ENSG00000154059
56	ENSG00000273321
56	ENSG00000264345
56	ENSG00000198795
56	ENSG00000266573
56	ENSG00000141380
56	ENSG00000264911
56	ENSG00000263677
56	ENSG00000134504
56	ENSG00000141384
57	ENSG00000187323
57	ENSG00000101751
57	ENSG00000134046
57	ENSG00000166845
57	ENSG00000041353
57	ENSG00000174448
58	ENSG00000173404
58	ENSG00000234104
58	ENSG00000188559
58	ENSG00000232712
58	ENSG00000101343
58	ENSG00000227693
58	ENSG00000088970
58	ENSG00000088930
58	ENSG00000214535
58	ENSG00000226405
58	ENSG00000125820
59	ENSG00000173404
59	ENSG00000188559
59	ENSG00000234104
59	ENSG00000232712
59	ENSG00000101343
59	ENSG00000227693
59	ENSG00000088970
59	ENSG00000088930
59	ENSG00000214535
59	ENSG00000226405
59	ENSG00000125820
6	ENSG00000228971
6	ENSG00000122481
6	ENSG00000235501
6	ENSG00000152078
6	ENSG00000224081
6	ENSG00000226026
6	ENSG00000117569
6	ENSG00000228057
6	ENSG00000270911
60	ENSG00000173404
60	ENSG00000188559
60	ENSG00000234104
60	ENSG00000232712
60	ENSG00000101343
60	ENSG00000227693
60	ENSG00000088970
60	ENSG00000088930
60	ENSG00000214535
60	ENSG00000226405
60	ENSG00000125820
61	ENSG00000234646
61	ENSG00000230387
61	ENSG00000132671
61	ENSG00000125810
61	ENSG00000125814
61	ENSG00000178726
61	ENSG00000230133
61	ENSG00000101439
61	ENSG00000125812
61	ENSG00000132661
61	ENSG00000270001
61	ENSG00000101463
61	ENSG00000100987
61	ENSG00000154930
61	ENSG00000230725
61	ENSG00000100997
61	ENSG00000231015
61	ENSG00000101474
61	ENSG00000197586
61	ENSG00000101004
61	ENSG00000175170
61	ENSG00000100994
7	ENSG00000228971
7	ENSG00000122481
7	ENSG00000235501
7	ENSG00000152078
7	ENSG00000224081
7	ENSG00000226026
7	ENSG00000117569
7	ENSG00000228057
7	ENSG00000270911
8	ENSG00000228057
8	ENSG00000270911
8	ENSG00000188641
8	ENSG00000259946
8	ENSG00000225206
8	ENSG00000162627
8	ENSG00000117598
8	ENSG00000117600
8	ENSG00000232825
9	ENSG00000132196
9	ENSG00000185860
9	ENSG00000162733
9	ENSG00000232995
9	ENSG00000117152
9	ENSG00000198574
9	ENSG00000143248
9	ENSG00000143228
9	ENSG00000152332
9	ENSG00000185630
9	ENSG00000233693
