locus	isoform
10	ENST00000498321.1_1
10	ENST00000648366.1_2
10	ENST00000399157.7_4
10	ENST00000648478.1_2
10	ENST00000485547.2_3
10	ENST00000648430.1_2
10	ENST00000485348.2_3
11	ENST00000469971.5_1
11	ENST00000484094.1_1
11	ENST00000447761.1_2
11	ENST00000655320.1_1
11	ENST00000609391.5_2
11	ENST00000670863.1_1
11	ENST00000666748.1_1
11	ENST00000663378.1_2
12	ENST00000469971.5_1
12	ENST00000484094.1_1
12	ENST00000447761.1_2
12	ENST00000655320.1_1
12	ENST00000609391.5_2
12	ENST00000670863.1_1
12	ENST00000666748.1_1
12	ENST00000663378.1_2
13	ENST00000659964.1_1
13	ENST00000564121.1_1
13	ENST00000462958.5_2
13	ENST00000316724.10_4
13	ENST00000643982.1_2
13	ENST00000646042.1_2
13	ENST00000285398.7_2
13	ENST00000654207.1_1
13	ENST00000654347.1_1
13	ENST00000409947.5_2
13	ENST00000433673.1_1
13	ENST00000497888.1_2
14	ENST00000440779.5_1
14	ENST00000331683.10_2
14	ENST00000414961.2_1
14	ENST00000427124.1_2
14	ENST00000650978.1_2
14	ENST00000455743.5_2
14	ENST00000384544.1
14	ENST00000448086.1_1
14	ENST00000478734.1_1
14	ENST00000480024.1_2
14	ENST00000460217.1_2
15	ENST00000440779.5_1
15	ENST00000331683.10_2
15	ENST00000414961.2_1
15	ENST00000427124.1_2
15	ENST00000650978.1_2
15	ENST00000455743.5_2
15	ENST00000384544.1
15	ENST00000457497.1_1
15	ENST00000448086.1_1
15	ENST00000236959.14_2
15	ENST00000478734.1_1
15	ENST00000480024.1_2
15	ENST00000460217.1_2
16	ENST00000440779.5_1
16	ENST00000331683.10_2
16	ENST00000414961.2_1
16	ENST00000427124.1_2
16	ENST00000650978.1_2
16	ENST00000455743.5_2
16	ENST00000384544.1
16	ENST00000457497.1_1
16	ENST00000448086.1_1
16	ENST00000444305.5_1
16	ENST00000236959.14_2
16	ENST00000478734.1_1
16	ENST00000469569.1_2
16	ENST00000480024.1_2
16	ENST00000460217.1_2
17	ENST00000478724.2_2
17	ENST00000465369.5_1
17	ENST00000454211.1_1
17	ENST00000445087.1_1
17	ENST00000458641.2_1
17	ENST00000652500.1_2
18	ENST00000475063.1_1
18	ENST00000467602.5_2
18	ENST00000498089.1_2
18	ENST00000439846.1_2
18	ENST00000344838.8_3
18	ENST00000474780.1_2
18	ENST00000443878.1_1
18	ENST00000422242.1_1
18	ENST00000476544.1_1
18	ENST00000473608.1_1
18	ENST00000468400.1_1
18	ENST00000437051.5_2
18	ENST00000634618.1_1
18	ENST00000408732.1
18	ENST00000255320.6_1
19	ENST00000427617.6_1
19	ENST00000496469.1_2
19	ENST00000449610.5_2
19	ENST00000446860.5_2
19	ENST00000340879.8_2
19	ENST00000431721.6_2
19	ENST00000415982.1_2
19	ENST00000472878.5_1
19	ENST00000498023.1_1
19	ENST00000484872.1_2
19	ENST00000453392.5_2
19	ENST00000634602.1_2
19	ENST00000498377.1_2
19	ENST00000332780.4_2
19	ENST00000452691.7_3
19	ENST00000431357.1_2
19	ENST00000419783.3_6
19	ENST00000445425.5_3
19	ENST00000422781.5_3
19	ENST00000636204.1_2
19	ENST00000494057.5_2
19	ENST00000430636.1_2
19	ENST00000421598.1_2
19	ENST00000296452.5_2
19	ENST00000493836.5_2
19	ENST00000457726.5_1
19	ENST00000487805.6_1
19	ENST00000494005.1_1
19	ENST00000481959.1_2
19	ENST00000308388.7_2
19	ENST00000480687.5_2
19	ENST00000495152.1_2
19	ENST00000473451.1_2
19	ENST00000455683.6_6
19	ENST00000442092.5_2
19	ENST00000443081.5_1
19	ENST00000419610.5_1
19	ENST00000441115.5_1
19	ENST00000422955.5_2
19	ENST00000454079.5_1
19	ENST00000266022.9_3
19	ENST00000425608.5_1
19	ENST00000433811.1_3
19	ENST00000446471.1_1
19	ENST00000395174.6_1
19	ENST00000413852.5_2
19	ENST00000620404.1_1
19	ENST00000422163.5_1
19	ENST00000491100.5_1
19	ENST00000468422.1_1
19	ENST00000359051.7_2
19	ENST00000336307.6_3
19	ENST00000443094.2_2
19	ENST00000455834.5_1
19	ENST00000563281.2_2
2	ENST00000422278.1_5
2	ENST00000445886.5_6
2	ENST00000655845.1_1
2	ENST00000670292.1_1
2	ENST00000495044.6_2
2	ENST00000363384.1
2	ENST00000655265.1_1
2	ENST00000440068.5_5
2	ENST00000372525.7_3
2	ENST00000464081.1_2
2	ENST00000650521.1_1
2	ENST00000494155.1_1
2	ENST00000645239.1_3
2	ENST00000642150.1_1
2	ENST00000372521.9_3
2	ENST00000431759.5_1
2	ENST00000416689.1_1
2	ENST00000409337.5_1
2	ENST00000431635.6_3
2	ENST00000497569.5_2
2	ENST00000497050.5_2
2	ENST00000372455.4_2
2	ENST00000562955.2_2
2	ENST00000634258.3_3
2	ENST00000372433.5_4
2	ENST00000469587.1_2
2	ENST00000372427.5_2
2	ENST00000444386.1_1
2	ENST00000372425.8_2
2	ENST00000437607.1_1
2	ENST00000477970.1_1
2	ENST00000347631.7_2
2	ENST00000516392.1
2	ENST00000646416.1_1
2	ENST00000490502.1_5
2	ENST00000438616.3_3
2	ENST00000532642.5_1
2	ENST00000236067.8_1
2	ENST00000532072.1_1
2	ENST00000463846.5_1
2	ENST00000485811.5_1
2	ENST00000357730.6_4
2	ENST00000657086.1_2
2	ENST00000372289.7_3
2	ENST00000372257.7_3
2	ENST00000453863.5_3
2	ENST00000427336.1_1
2	ENST00000581525.1
2	ENST00000365161.1
2	ENST00000474582.1_1
2	ENST00000476731.1_1
2	ENST00000497010.1_2
2	ENST00000652165.1_1
2	ENST00000636836.1_1
2	ENST00000626198.1_1
2	ENST00000477731.5_1
20	ENST00000427617.6_1
20	ENST00000496469.1_2
20	ENST00000449610.5_2
20	ENST00000446860.5_2
20	ENST00000340879.8_2
20	ENST00000431721.6_2
20	ENST00000415982.1_2
20	ENST00000472878.5_1
20	ENST00000498023.1_1
20	ENST00000484872.1_2
20	ENST00000453392.5_2
20	ENST00000634602.1_2
20	ENST00000498377.1_2
20	ENST00000332780.4_2
20	ENST00000452691.7_3
20	ENST00000431357.1_2
20	ENST00000419783.3_6
20	ENST00000445425.5_3
20	ENST00000422781.5_3
20	ENST00000636204.1_2
20	ENST00000494057.5_2
20	ENST00000430636.1_2
20	ENST00000421598.1_2
20	ENST00000296452.5_2
20	ENST00000493836.5_2
20	ENST00000457726.5_1
20	ENST00000487805.6_1
20	ENST00000494005.1_1
20	ENST00000481959.1_2
20	ENST00000308388.7_2
20	ENST00000480687.5_2
20	ENST00000495152.1_2
20	ENST00000473451.1_2
20	ENST00000455683.6_6
20	ENST00000442092.5_2
20	ENST00000443081.5_1
20	ENST00000419610.5_1
20	ENST00000441115.5_1
20	ENST00000422955.5_2
20	ENST00000454079.5_1
20	ENST00000266022.9_3
20	ENST00000425608.5_1
20	ENST00000433811.1_3
20	ENST00000446471.1_1
20	ENST00000395174.6_1
20	ENST00000413852.5_2
20	ENST00000620404.1_1
20	ENST00000422163.5_1
20	ENST00000491100.5_1
20	ENST00000468422.1_1
20	ENST00000359051.7_2
20	ENST00000336307.6_3
20	ENST00000443094.2_2
20	ENST00000455834.5_1
20	ENST00000563281.2_2
21	ENST00000427617.6_1
21	ENST00000496469.1_2
21	ENST00000449610.5_2
21	ENST00000446860.5_2
21	ENST00000340879.8_2
21	ENST00000431721.6_2
21	ENST00000415982.1_2
21	ENST00000472878.5_1
21	ENST00000498023.1_1
21	ENST00000484872.1_2
21	ENST00000453392.5_2
21	ENST00000634602.1_2
21	ENST00000498377.1_2
21	ENST00000332780.4_2
21	ENST00000452691.7_3
21	ENST00000431357.1_2
21	ENST00000419783.3_6
21	ENST00000445425.5_3
21	ENST00000422781.5_3
21	ENST00000636204.1_2
21	ENST00000494057.5_2
21	ENST00000430636.1_2
21	ENST00000421598.1_2
21	ENST00000296452.5_2
21	ENST00000493836.5_2
21	ENST00000457726.5_1
21	ENST00000487805.6_1
21	ENST00000494005.1_1
21	ENST00000481959.1_2
21	ENST00000308388.7_2
21	ENST00000480687.5_2
21	ENST00000495152.1_2
21	ENST00000473451.1_2
21	ENST00000455683.6_6
21	ENST00000442092.5_2
21	ENST00000443081.5_1
21	ENST00000419610.5_1
21	ENST00000441115.5_1
21	ENST00000422955.5_2
21	ENST00000454079.5_1
21	ENST00000266022.9_3
21	ENST00000425608.5_1
21	ENST00000433811.1_3
21	ENST00000446471.1_1
21	ENST00000395174.6_1
21	ENST00000413852.5_2
21	ENST00000620404.1_1
21	ENST00000422163.5_1
21	ENST00000491100.5_1
21	ENST00000468422.1_1
21	ENST00000359051.7_2
21	ENST00000336307.6_3
21	ENST00000443094.2_2
21	ENST00000455834.5_1
21	ENST00000563281.2_2
22	ENST00000490035.7_3
22	ENST00000479308.1_2
23	ENST00000490035.7_3
23	ENST00000479308.1_2
25	ENST00000506412.1_2
26	ENST00000506412.1_2
27	ENST00000510303.6_1
28	ENST00000655360.1_2
28	ENST00000659578.1_2
28	ENST00000507872.1_2
28	ENST00000503755.5_2
28	ENST00000661627.1_1
28	ENST00000653918.1_1
28	ENST00000668471.1_1
28	ENST00000666808.1_1
28	ENST00000661351.1_1
28	ENST00000662970.1_1
28	ENST00000657972.1_1
28	ENST00000507736.2_2
28	ENST00000668037.1_1
28	ENST00000667127.1_1
28	ENST00000668128.1_1
28	ENST00000656195.1_1
28	ENST00000504034.2_2
28	ENST00000666195.1_2
28	ENST00000627170.2_4
28	ENST00000637664.1_2
28	ENST00000636517.1_2
28	ENST00000503554.4_4
28	ENST00000637506.1_2
28	ENST00000637801.1_2
28	ENST00000637481.1_5
28	ENST00000514015.5_3
28	ENST00000637167.1_2
29	ENST00000655360.1_2
29	ENST00000659578.1_2
29	ENST00000507872.1_2
29	ENST00000503755.5_2
29	ENST00000661627.1_1
29	ENST00000653918.1_1
29	ENST00000668471.1_1
29	ENST00000666808.1_1
29	ENST00000661351.1_1
29	ENST00000662970.1_1
29	ENST00000657972.1_1
29	ENST00000507736.2_2
29	ENST00000668037.1_1
29	ENST00000667127.1_1
29	ENST00000668128.1_1
29	ENST00000656195.1_1
29	ENST00000504034.2_2
29	ENST00000666195.1_2
29	ENST00000627170.2_4
29	ENST00000637664.1_2
29	ENST00000636517.1_2
29	ENST00000503554.4_4
29	ENST00000637506.1_2
29	ENST00000637801.1_2
29	ENST00000637481.1_5
29	ENST00000514015.5_3
29	ENST00000637167.1_2
3	ENST00000422278.1_5
3	ENST00000445886.5_6
3	ENST00000655845.1_1
3	ENST00000670292.1_1
3	ENST00000495044.6_2
3	ENST00000363384.1
3	ENST00000655265.1_1
3	ENST00000440068.5_5
3	ENST00000372525.7_3
3	ENST00000464081.1_2
3	ENST00000650521.1_1
3	ENST00000494155.1_1
3	ENST00000645239.1_3
3	ENST00000642150.1_1
3	ENST00000372521.9_3
3	ENST00000431759.5_1
3	ENST00000416689.1_1
3	ENST00000409337.5_1
3	ENST00000431635.6_3
3	ENST00000497569.5_2
3	ENST00000497050.5_2
3	ENST00000372455.4_2
3	ENST00000562955.2_2
3	ENST00000634258.3_3
3	ENST00000372433.5_4
3	ENST00000469587.1_2
3	ENST00000372427.5_2
3	ENST00000444386.1_1
3	ENST00000372425.8_2
3	ENST00000437607.1_1
3	ENST00000477970.1_1
3	ENST00000347631.7_2
3	ENST00000516392.1
3	ENST00000646416.1_1
3	ENST00000490502.1_5
3	ENST00000438616.3_3
3	ENST00000532642.5_1
3	ENST00000236067.8_1
3	ENST00000532072.1_1
3	ENST00000463846.5_1
3	ENST00000485811.5_1
3	ENST00000357730.6_4
3	ENST00000657086.1_2
3	ENST00000372289.7_3
3	ENST00000372257.7_3
3	ENST00000453863.5_3
3	ENST00000427336.1_1
3	ENST00000581525.1
3	ENST00000365161.1
3	ENST00000474582.1_1
3	ENST00000476731.1_1
3	ENST00000497010.1_2
3	ENST00000652165.1_1
3	ENST00000636836.1_1
3	ENST00000626198.1_1
3	ENST00000477731.5_1
30	ENST00000655360.1_2
30	ENST00000659578.1_2
30	ENST00000507872.1_2
30	ENST00000503755.5_2
30	ENST00000661627.1_1
30	ENST00000653918.1_1
30	ENST00000668471.1_1
30	ENST00000666808.1_1
30	ENST00000661351.1_1
30	ENST00000662970.1_1
30	ENST00000657972.1_1
30	ENST00000507736.2_2
30	ENST00000668037.1_1
30	ENST00000667127.1_1
30	ENST00000668128.1_1
30	ENST00000656195.1_1
30	ENST00000504034.2_2
30	ENST00000666195.1_2
30	ENST00000627170.2_4
30	ENST00000637664.1_2
30	ENST00000636517.1_2
30	ENST00000503554.4_4
30	ENST00000637506.1_2
30	ENST00000637801.1_2
30	ENST00000637481.1_5
30	ENST00000514015.5_3
30	ENST00000637167.1_2
31	ENST00000470639.2
32	ENST00000512467.6_2
32	ENST00000364553.1
32	ENST00000505416.5_3
32	ENST00000511435.1_3
32	ENST00000506231.5_2
32	ENST00000508667.5_2
32	ENST00000510191.5_3
32	ENST00000394434.7_3
32	ENST00000508845.1_2
32	ENST00000394421.6_1
33	ENST00000478285.1_2
33	ENST00000468943.1_1
33	ENST00000465067.2
33	ENST00000471416.2_4
33	ENST00000662203.1_2
33	ENST00000612225.4_1
33	ENST00000357085.5_3
33	ENST00000454320.1_1
33	ENST00000407692.2_1
33	ENST00000635641.1_5
33	ENST00000634733.1_1
33	ENST00000634560.1_2
33	ENST00000508906.6_3
33	ENST00000530653.5_1
33	ENST00000377708.7_2
33	ENST00000401160.1
33	ENST00000604202.1_1
33	ENST00000469230.5_1
33	ENST00000467485.5_1
33	ENST00000356709.9_2
33	ENST00000495632.1_2
33	ENST00000425234.6_2
33	ENST00000465690.6_1
33	ENST00000289361.11_4
33	ENST00000513047.5_1
33	ENST00000502361.1_1
33	ENST00000466808.2_1
33	ENST00000244519.7_2
33	ENST00000377600.7_2
33	ENST00000377575.3_2
33	ENST00000477243.1_1
33	ENST00000647995.1_1
33	ENST00000562904.1_1
33	ENST00000463434.5_2
33	ENST00000625142.1_1
33	ENST00000405613.1_1
34	ENST00000478285.1_2
34	ENST00000468943.1_1
34	ENST00000465067.2
34	ENST00000471416.2_4
34	ENST00000662203.1_2
34	ENST00000612225.4_1
34	ENST00000357085.5_3
34	ENST00000454320.1_1
34	ENST00000407692.2_1
34	ENST00000635641.1_5
34	ENST00000634733.1_1
34	ENST00000634560.1_2
34	ENST00000508906.6_3
34	ENST00000530653.5_1
34	ENST00000377708.7_2
34	ENST00000401160.1
34	ENST00000604202.1_1
34	ENST00000469230.5_1
34	ENST00000467485.5_1
34	ENST00000356709.9_2
34	ENST00000495632.1_2
34	ENST00000425234.6_2
34	ENST00000465690.6_1
34	ENST00000289361.11_4
34	ENST00000513047.5_1
34	ENST00000502361.1_1
34	ENST00000466808.2_1
34	ENST00000244519.7_2
34	ENST00000377600.7_2
34	ENST00000377575.3_2
34	ENST00000477243.1_1
34	ENST00000647995.1_1
34	ENST00000562904.1_1
34	ENST00000463434.5_2
34	ENST00000625142.1_1
34	ENST00000405613.1_1
35	ENST00000421471.1_2
36	ENST00000643288.2_3
36	ENST00000663014.1_2
36	ENST00000480856.1_1
36	ENST00000430078.1_2
36	ENST00000367055.8_3
36	ENST00000403291.1_1
36	ENST00000535561.5_3
36	ENST00000401980.3_3
36	ENST00000545162.5_3
36	ENST00000494513.1_1
36	ENST00000535372.1_3
36	ENST00000546087.5_4
36	ENST00000543532.5_2
36	ENST00000480842.1_1
36	ENST00000356956.5_2
36	ENST00000454031.6_3
36	ENST00000640989.1_2
36	ENST00000614786.1_2
36	ENST00000316300.9_2
36	ENST00000659713.1_2
36	ENST00000446500.1_1
37	ENST00000366892.5_2
37	ENST00000545607.5_1
37	ENST00000545346.1_1
37	ENST00000537883.5_1
37	ENST00000541696.1_1
38	ENST00000667371.1_2
38	ENST00000663267.1_2
38	ENST00000665027.1_1
38	ENST00000360274.8_3
38	ENST00000297440.11_5
38	ENST00000478198.1_2
38	ENST00000461576.1_1
38	ENST00000389574.7_4
38	ENST00000427969.5_1
38	ENST00000467483.5_1
38	ENST00000493681.5_1
38	ENST00000464442.5_1
38	ENST00000609998.1_1
38	ENST00000495809.1_2
38	ENST00000478000.5_2
38	ENST00000463358.5_2
38	ENST00000265846.10_4
38	ENST00000412051.5_4
38	ENST00000465681.1_2
38	ENST00000397095.2_2
38	ENST00000397098.8_4
38	ENST00000357429.10_3
38	ENST00000397100.6_3
38	ENST00000491163.1_5
38	ENST00000484977.1_2
38	ENST00000660500.1_2
38	ENST00000496184.1_2
38	ENST00000479007.5_2
38	ENST00000487156.1_2
38	ENST00000413446.5_2
38	ENST00000482994.1_2
38	ENST00000468115.1_2
38	ENST00000404767.8_3
38	ENST00000404674.7_2
38	ENST00000457484.6_1
38	ENST00000444373.6_3
38	ENST00000402746.5_2
38	ENST00000467199.5_2
38	ENST00000486040.1_3
38	ENST00000447136.1_3
38	ENST00000468611.5_1
38	ENST00000469750.5_2
38	ENST00000623361.3_1
38	ENST00000258796.12_2
38	ENST00000407643.5_1
38	ENST00000615806.4_1
39	ENST00000667371.1_2
39	ENST00000663267.1_2
39	ENST00000665027.1_1
39	ENST00000389574.7_4
39	ENST00000467483.5_1
39	ENST00000463358.5_2
39	ENST00000465681.1_2
39	ENST00000397095.2_2
39	ENST00000397098.8_4
39	ENST00000357429.10_3
39	ENST00000397100.6_3
39	ENST00000491163.1_5
39	ENST00000484977.1_2
39	ENST00000660500.1_2
39	ENST00000479007.5_2
39	ENST00000487156.1_2
39	ENST00000413446.5_2
39	ENST00000482994.1_2
39	ENST00000468115.1_2
39	ENST00000404767.8_3
39	ENST00000404674.7_2
39	ENST00000457484.6_1
39	ENST00000444373.6_3
39	ENST00000491858.5_2
39	ENST00000402746.5_2
39	ENST00000467199.5_2
39	ENST00000486040.1_3
39	ENST00000447136.1_3
39	ENST00000468611.5_1
39	ENST00000459068.1
39	ENST00000469750.5_2
39	ENST00000623361.3_1
39	ENST00000258796.12_2
39	ENST00000407643.5_1
39	ENST00000389531.7_1
39	ENST00000615806.4_1
39	ENST00000390210.1
4	ENST00000422278.1_5
4	ENST00000445886.5_6
4	ENST00000655845.1_1
4	ENST00000670292.1_1
4	ENST00000495044.6_2
4	ENST00000363384.1
4	ENST00000655265.1_1
4	ENST00000440068.5_5
4	ENST00000372525.7_3
4	ENST00000464081.1_2
4	ENST00000650521.1_1
4	ENST00000494155.1_1
4	ENST00000645239.1_3
4	ENST00000642150.1_1
4	ENST00000372521.9_3
4	ENST00000431759.5_1
4	ENST00000416689.1_1
4	ENST00000409337.5_1
4	ENST00000431635.6_3
4	ENST00000497569.5_2
4	ENST00000497050.5_2
4	ENST00000372455.4_2
4	ENST00000562955.2_2
4	ENST00000634258.3_3
4	ENST00000372433.5_4
4	ENST00000469587.1_2
4	ENST00000372427.5_2
4	ENST00000444386.1_1
4	ENST00000372425.8_2
4	ENST00000437607.1_1
4	ENST00000477970.1_1
4	ENST00000347631.7_2
4	ENST00000516392.1
4	ENST00000646416.1_1
4	ENST00000490502.1_5
4	ENST00000438616.3_3
4	ENST00000532642.5_1
4	ENST00000236067.8_1
4	ENST00000532072.1_1
4	ENST00000463846.5_1
4	ENST00000485811.5_1
4	ENST00000357730.6_4
4	ENST00000657086.1_2
4	ENST00000372289.7_3
4	ENST00000372257.7_3
4	ENST00000453863.5_3
4	ENST00000427336.1_1
4	ENST00000581525.1
4	ENST00000365161.1
4	ENST00000474582.1_1
4	ENST00000476731.1_1
4	ENST00000497010.1_2
4	ENST00000652165.1_1
4	ENST00000636836.1_1
4	ENST00000626198.1_1
4	ENST00000477731.5_1
40	ENST00000491858.5_2
40	ENST00000469871.1_2
40	ENST00000486040.1_3
40	ENST00000397049.2_1
40	ENST00000466199.1_1
40	ENST00000473879.1_2
40	ENST00000459068.1
40	ENST00000469750.5_2
40	ENST00000491117.5_2
40	ENST00000364924.1
40	ENST00000389531.7_1
40	ENST00000437354.1_2
40	ENST00000390210.1
40	ENST00000650451.1_1
40	ENST00000496303.6_2
40	ENST00000384168.1
40	ENST00000493407.5_1
40	ENST00000404006.5_1
40	ENST00000530367.5_2
41	ENST00000248594.11_2
41	ENST00000522115.6_1
41	ENST00000481154.1_1
41	ENST00000665948.1_3
41	ENST00000416650.5_2
41	ENST00000398043.3_4
41	ENST00000654794.1_3
41	ENST00000445512.5_4
41	ENST00000462800.1_1
41	ENST00000415251.6_1
41	ENST00000470215.1_1
41	ENST00000637976.1_2
41	ENST00000524316.5_2
41	ENST00000636936.1_2
41	ENST00000648775.1_2
41	ENST00000636039.1_2
41	ENST00000628980.2_2
41	ENST00000636993.1_6
41	ENST00000637486.1_2
41	ENST00000629359.2_3
41	ENST00000440555.2_3
41	ENST00000636234.1_2
41	ENST00000667893.1_1
41	ENST00000618603.1_2
41	ENST00000351004.8_2
41	ENST00000648097.1_1
42	ENST00000454074.5_2
42	ENST00000440349.5_1
42	ENST00000607845.1
43	ENST00000454074.5_2
43	ENST00000440349.5_1
43	ENST00000607845.1
44	ENST00000520408.5_1
44	ENST00000607598.2_2
44	ENST00000519930.1_1
44	ENST00000666267.1_2
44	ENST00000519461.2_3
44	ENST00000667273.1_2
44	ENST00000317173.9_3
44	ENST00000524047.5_1
44	ENST00000384399.1
44	ENST00000658549.1_1
44	ENST00000518098.1_2
44	ENST00000653879.1_1
44	ENST00000668412.1_1
44	ENST00000524114.5_5
44	ENST00000524026.1_2
44	ENST00000382461.7_5
44	ENST00000602575.1_1
44	ENST00000530248.2_1
44	ENST00000529336.1_4
44	ENST00000221086.8_2
44	ENST00000528389.1_1
44	ENST00000534302.5_1
44	ENST00000624614.1_1
44	ENST00000602581.1_1
44	ENST00000641966.1_2
44	ENST00000579282.1
45	ENST00000520357.1_2
45	ENST00000607201.1_1
45	ENST00000520257.5_2
45	ENST00000521824.5_2
45	ENST00000521582.5_2
45	ENST00000518545.5_2
45	ENST00000025008.10_3
45	ENST00000519891.5_2
45	ENST00000522521.2_3
46	ENST00000659792.1_2
46	ENST00000521199.1_2
46	ENST00000521054.5_6
46	ENST00000519422.5_2
46	ENST00000519577.5_2
46	ENST00000522316.1_2
46	ENST00000521617.5_3
46	ENST00000517764.1_1
47	ENST00000517712.5_2
47	ENST00000519465.5_2
47	ENST00000519361.5_2
47	ENST00000524202.5_2
47	ENST00000523675.1_2
47	ENST00000654205.1_2
47	ENST00000518668.5_3
47	ENST00000520482.1_1
47	ENST00000521825.1_2
47	ENST00000518928.1_2
47	ENST00000662555.1_2
47	ENST00000519651.5_5
47	ENST00000521003.5_4
47	ENST00000430474.6_2
48	ENST00000381017.6_2
48	ENST00000632375.1_2
48	ENST00000636057.1_2
48	ENST00000637742.1_2
48	ENST00000610061.1_1
48	ENST00000497966.1_2
48	ENST00000380894.5_2
48	ENST00000652088.1_2
48	ENST00000652129.1_2
48	ENST00000502889.1_1
48	ENST00000421710.5_1
49	ENST00000492319.1_1
49	ENST00000359204.5_3
49	ENST00000371413.4_1
49	ENST00000626946.1_1
49	ENST00000483386.5_1
49	ENST00000371380.7_1
49	ENST00000371361.3_3
49	ENST00000463649.5_2
49	ENST00000348459.10_3
49	ENST00000475263.1_1
49	ENST00000491114.1_3
5	ENST00000464165.1_1
5	ENST00000370203.9_2
5	ENST00000492639.5_1
5	ENST00000473397.1_1
5	ENST00000459735.5_1
50	ENST00000337211.8_4
50	ENST00000369788.7_2
50	ENST00000411906.1_1
50	ENST00000355946.6_4
50	ENST00000369729.7_1
50	ENST00000369727.3_1
50	ENST00000470554.5_1
50	ENST00000369710.8_2
50	ENST00000369713.10_3
50	ENST00000473401.5_1
50	ENST00000477078.2_1
50	ENST00000369707.2_1
50	ENST00000498052.1_1
50	ENST00000434792.1_1
50	ENST00000358187.2_2
51	ENST00000337211.8_4
51	ENST00000369788.7_2
51	ENST00000411906.1_1
51	ENST00000355946.6_4
51	ENST00000369729.7_1
51	ENST00000369727.3_1
51	ENST00000470554.5_1
51	ENST00000369710.8_2
51	ENST00000369713.10_3
51	ENST00000473401.5_1
51	ENST00000477078.2_1
51	ENST00000369707.2_1
51	ENST00000498052.1_1
51	ENST00000434792.1_1
51	ENST00000358187.2_2
52	ENST00000526288.1_2
52	ENST00000263181.7_3
52	ENST00000634762.1_1
52	ENST00000530909.1_1
53	ENST00000656936.1_2
53	ENST00000447721.6_1
53	ENST00000553162.5_1
53	ENST00000552371.1_3
53	ENST00000548202.5_1
53	ENST00000546559.1_2
53	ENST00000637859.1_2
53	ENST00000320442.9_2
53	ENST00000483647.1_2
53	ENST00000315970.12_2
53	ENST00000257966.12_1
53	ENST00000389146.10_3
53	ENST00000413095.6_1
53	ENST00000389142.9_3
53	ENST00000552423.1_1
53	ENST00000547588.5_4
53	ENST00000257897.7_4
53	ENST00000548167.1_5
53	ENST00000553237.5_2
53	ENST00000549773.1_2
53	ENST00000324871.12_3
53	ENST00000553125.5_2
53	ENST00000300209.13_2
53	ENST00000651284.1_1
53	ENST00000333012.5_1
53	ENST00000651899.1_1
53	ENST00000550559.5_1
53	ENST00000652027.1_1
53	ENST00000651066.1_1
53	ENST00000602802.1_1
53	ENST00000661247.1_2
53	ENST00000668073.1_2
53	ENST00000551023.1_2
53	ENST00000549348.1_2
53	ENST00000652398.1_2
53	ENST00000547203.1_1
53	ENST00000384304.1
53	ENST00000549549.1_5
53	ENST00000379391.7_4
53	ENST00000557635.5_2
53	ENST00000553533.2_5
53	ENST00000338962.8_1
53	ENST00000554174.1_1
54	ENST00000547291.1_2
54	ENST00000551819.5_2
