locus	gene
2	ENSG00000117411
2	ENSG00000229372
2	ENSG00000159214
2	ENSG00000117408
2	ENSG00000117410
2	ENSG00000171872
2	ENSG00000117400
2	ENSG00000237950
2	ENSG00000200913
2	ENSG00000142959
2	ENSG00000178028
2	ENSG00000230615
2	ENSG00000225721
2	ENSG00000132768
2	ENSG00000271329
2	ENSG00000070785
2	ENSG00000202444
2	ENSG00000198520
2	ENSG00000234093
2	ENSG00000236624
20	ENSG00000177479
20	ENSG00000213672
20	ENSG00000145029
20	ENSG00000198218
20	ENSG00000177352
20	ENSG00000173540
20	ENSG00000068745
20	ENSG00000178467
20	ENSG00000178149
20	ENSG00000173421
20	ENSG00000233276
20	ENSG00000178252
20	ENSG00000225399
20	ENSG00000226913
20	ENSG00000145020
20	ENSG00000114270
20	ENSG00000213689
20	ENSG00000114302
20	ENSG00000188315
20	ENSG00000232112
20	ENSG00000067560
20	ENSG00000178057
20	ENSG00000172113
20	ENSG00000164054
20	ENSG00000164068
20	ENSG00000145022
20	ENSG00000164061
20	ENSG00000173531
20	ENSG00000004534
20	ENSG00000176020
20	ENSG00000164053
20	ENSG00000178537
20	ENSG00000236768
20	ENSG00000230698
20	ENSG00000114316
20	ENSG00000001617
20	ENSG00000235120
20	ENSG00000185909
20	ENSG00000270538
20	ENSG00000114353
20	ENSG00000164076
20	ENSG00000186792
20	ENSG00000145040
20	ENSG00000172053
20	ENSG00000243477
20	ENSG00000232352
20	ENSG00000185614
20	ENSG00000114738
20	ENSG00000182179
20	ENSG00000114735
20	ENSG00000114378
20	ENSG00000240959
20	ENSG00000114395
20	ENSG00000259970
20	ENSG00000012171
20	ENSG00000088543
20	ENSG00000007402
20	ENSG00000188338
20	ENSG00000179564
20	ENSG00000264706
20	ENSG00000114388
20	ENSG00000164081
20	ENSG00000213600
21	ENSG00000172113
21	ENSG00000233276
21	ENSG00000145020
21	ENSG00000173540
21	ENSG00000213672
21	ENSG00000178252
21	ENSG00000145029
21	ENSG00000177479
21	ENSG00000177352
21	ENSG00000198218
21	ENSG00000178467
21	ENSG00000226913
21	ENSG00000068745
21	ENSG00000173421
21	ENSG00000178149
21	ENSG00000225399
21	ENSG00000164054
21	ENSG00000114302
21	ENSG00000213689
21	ENSG00000232112
21	ENSG00000188315
21	ENSG00000164068
21	ENSG00000114270
21	ENSG00000145022
21	ENSG00000164061
21	ENSG00000173531
21	ENSG00000004534
21	ENSG00000176020
21	ENSG00000164053
21	ENSG00000178057
21	ENSG00000067560
21	ENSG00000178537
21	ENSG00000236768
21	ENSG00000230698
21	ENSG00000114316
21	ENSG00000001617
21	ENSG00000235120
21	ENSG00000185909
21	ENSG00000270538
21	ENSG00000114353
21	ENSG00000164076
21	ENSG00000186792
21	ENSG00000145040
21	ENSG00000172053
21	ENSG00000243477
21	ENSG00000232352
21	ENSG00000185614
21	ENSG00000114738
21	ENSG00000182179
21	ENSG00000114735
21	ENSG00000114378
21	ENSG00000240959
21	ENSG00000114395
21	ENSG00000259970
21	ENSG00000012171
21	ENSG00000088543
21	ENSG00000007402
21	ENSG00000188338
21	ENSG00000179564
21	ENSG00000264706
21	ENSG00000114388
21	ENSG00000164081
21	ENSG00000213600
22	ENSG00000243197
22	ENSG00000241155
22	ENSG00000163389
22	ENSG00000114638
22	ENSG00000240254
22	ENSG00000144847
22	ENSG00000121578
23	ENSG00000243197
23	ENSG00000241155
23	ENSG00000163389
23	ENSG00000114638
23	ENSG00000240254
23	ENSG00000144847
23	ENSG00000121578
24	ENSG00000250125
24	ENSG00000145242
24	ENSG00000250846
24	ENSG00000249351
24	ENSG00000272304
24	ENSG00000248328
24	ENSG00000236562
24	ENSG00000248479
24	ENSG00000251527
24	ENSG00000250075
24	ENSG00000206629
24	ENSG00000145241
24	ENSG00000109163
25	ENSG00000251388
25	ENSG00000254535
25	ENSG00000248456
25	ENSG00000249311
25	ENSG00000207322
26	ENSG00000251388
26	ENSG00000254535
26	ENSG00000248456
26	ENSG00000249311
26	ENSG00000207322
27	ENSG00000170571
27	ENSG00000251573
27	ENSG00000151883
27	ENSG00000248891
27	ENSG00000259663
27	ENSG00000271752
27	ENSG00000248918
27	ENSG00000249338
27	ENSG00000250360
27	ENSG00000016082
28	ENSG00000145715
28	ENSG00000164180
28	ENSG00000247828
28	ENSG00000248708
28	ENSG00000271904
28	ENSG00000206958
28	ENSG00000245864
28	ENSG00000250156
28	ENSG00000207129
28	ENSG00000081189
28	ENSG00000245526
28	ENSG00000250377
28	ENSG00000248309
28	ENSG00000249265
29	ENSG00000145715
29	ENSG00000164180
29	ENSG00000247828
29	ENSG00000248708
29	ENSG00000271904
29	ENSG00000206958
29	ENSG00000245864
29	ENSG00000250156
29	ENSG00000207129
29	ENSG00000081189
29	ENSG00000245526
29	ENSG00000250377
29	ENSG00000248309
29	ENSG00000249265
3	ENSG00000066185
3	ENSG00000177868
3	ENSG00000164008
3	ENSG00000228452
3	ENSG00000186409
3	ENSG00000127125
3	ENSG00000164007
3	ENSG00000230116
3	ENSG00000177181
3	ENSG00000171960
3	ENSG00000164011
3	ENSG00000164010
3	ENSG00000227533
3	ENSG00000243710
3	ENSG00000186973
3	ENSG00000229431
3	ENSG00000234917
3	ENSG00000197273
3	ENSG00000117395
3	ENSG00000228776
3	ENSG00000229444
3	ENSG00000233674
3	ENSG00000179178
3	ENSG00000229348
3	ENSG00000178922
3	ENSG00000066056
3	ENSG00000117399
3	ENSG00000066322
3	ENSG00000159479
3	ENSG00000066135
3	ENSG00000228192
3	ENSG00000117407
3	ENSG00000142949
3	ENSG00000236180
3	ENSG00000117411
3	ENSG00000229372
3	ENSG00000159214
3	ENSG00000117408
3	ENSG00000117410
3	ENSG00000171872
3	ENSG00000117400
3	ENSG00000237950
3	ENSG00000200913
3	ENSG00000142959
3	ENSG00000178028
3	ENSG00000230615
3	ENSG00000225721
3	ENSG00000132768
3	ENSG00000271329
3	ENSG00000070785
3	ENSG00000202444
3	ENSG00000198520
3	ENSG00000234093
3	ENSG00000236624
30	ENSG00000145715
30	ENSG00000164180
30	ENSG00000247828
30	ENSG00000248708
30	ENSG00000271904
30	ENSG00000206958
30	ENSG00000245864
30	ENSG00000250156
30	ENSG00000207129
30	ENSG00000081189
30	ENSG00000245526
30	ENSG00000250377
30	ENSG00000248309
30	ENSG00000249265
31	ENSG00000112874
31	ENSG00000251026
31	ENSG00000181751
31	ENSG00000175749
31	ENSG00000248757
31	ENSG00000226926
31	ENSG00000239808
31	ENSG00000253584
31	ENSG00000251574
32	ENSG00000145817
32	ENSG00000183775
32	ENSG00000249229
32	ENSG00000225869
32	ENSG00000201423
32	ENSG00000173261
32	ENSG00000250842
32	ENSG00000215325
32	ENSG00000133706
32	ENSG00000186314
32	ENSG00000249363
32	ENSG00000156463
32	ENSG00000239602
32	ENSG00000239317
32	ENSG00000091010
33	ENSG00000137261
33	ENSG00000272462
33	ENSG00000244618
33	ENSG00000168405
33	ENSG00000235733
33	ENSG00000112308
33	ENSG00000079691
33	ENSG00000197061
33	ENSG00000196226
33	ENSG00000124693
33	ENSG00000010704
33	ENSG00000272810
33	ENSG00000186470
33	ENSG00000198327
33	ENSG00000220517
33	ENSG00000242387
33	ENSG00000218690
33	ENSG00000180596
33	ENSG00000197459
33	ENSG00000158406
33	ENSG00000111801
33	ENSG00000124508
33	ENSG00000112763
33	ENSG00000124564
33	ENSG00000228223
33	ENSG00000187837
33	ENSG00000146047
33	ENSG00000079689
33	ENSG00000124529
33	ENSG00000187475
33	ENSG00000197409
33	ENSG00000026950
33	ENSG00000198366
33	ENSG00000196532
33	ENSG00000261584
33	ENSG00000196966
33	ENSG00000241549
33	ENSG00000224843
33	ENSG00000168298
33	ENSG00000182952
33	ENSG00000112343
33	ENSG00000180573
33	ENSG00000261353
33	ENSG00000188987
33	ENSG00000124575
33	ENSG00000168242
33	ENSG00000256316
33	ENSG00000197846
33	ENSG00000216331
33	ENSG00000187990
33	ENSG00000196866
33	ENSG00000146109
33	ENSG00000197697
33	ENSG00000234816
33	ENSG00000124549
33	ENSG00000243307
33	ENSG00000146039
33	ENSG00000197903
33	ENSG00000124613
33	ENSG00000204789
33	ENSG00000271755
33	ENSG00000217408
33	ENSG00000181315
33	ENSG00000112812
33	ENSG00000158553
33	ENSG00000220758
33	ENSG00000216915
33	ENSG00000220581
33	ENSG00000233822
33	ENSG00000197238
33	ENSG00000218346
33	ENSG00000270666
33	ENSG00000187763
33	ENSG00000182477
33	ENSG00000217315
33	ENSG00000220721
33	ENSG00000272009
33	ENSG00000197279
33	ENSG00000219392
33	ENSG00000237154
33	ENSG00000226314
33	ENSG00000216901
33	ENSG00000218016
33	ENSG00000272312
33	ENSG00000198315
33	ENSG00000196374
34	ENSG00000272462
34	ENSG00000112308
34	ENSG00000168405
34	ENSG00000079691
34	ENSG00000197061
34	ENSG00000196226
34	ENSG00000124693
34	ENSG00000010704
34	ENSG00000137261
34	ENSG00000272810
34	ENSG00000244618
34	ENSG00000186470
34	ENSG00000198327
34	ENSG00000220517
34	ENSG00000242387
34	ENSG00000218690
34	ENSG00000180596
34	ENSG00000197459
34	ENSG00000158406
34	ENSG00000111801
34	ENSG00000124508
34	ENSG00000112763
34	ENSG00000124564
34	ENSG00000228223
34	ENSG00000187837
34	ENSG00000146047
34	ENSG00000079689
34	ENSG00000124529
34	ENSG00000187475
34	ENSG00000197409
34	ENSG00000026950
34	ENSG00000198366
34	ENSG00000196532
34	ENSG00000261584
34	ENSG00000196966
34	ENSG00000241549
34	ENSG00000224843
34	ENSG00000168298
34	ENSG00000182952
34	ENSG00000112343
34	ENSG00000180573
34	ENSG00000261353
34	ENSG00000188987
34	ENSG00000124575
34	ENSG00000168242
34	ENSG00000256316
34	ENSG00000197846
34	ENSG00000216331
34	ENSG00000187990
34	ENSG00000196866
34	ENSG00000146109
34	ENSG00000197697
34	ENSG00000234816
34	ENSG00000124549
34	ENSG00000243307
34	ENSG00000146039
34	ENSG00000197903
34	ENSG00000124613
34	ENSG00000204789
34	ENSG00000271755
34	ENSG00000217408
34	ENSG00000181315
34	ENSG00000112812
34	ENSG00000158553
34	ENSG00000220758
34	ENSG00000216915
34	ENSG00000220581
34	ENSG00000233822
34	ENSG00000197238
34	ENSG00000218346
34	ENSG00000270666
34	ENSG00000187763
34	ENSG00000182477
34	ENSG00000217315
34	ENSG00000220721
34	ENSG00000272009
34	ENSG00000197279
34	ENSG00000219392
34	ENSG00000237154
34	ENSG00000226314
34	ENSG00000216901
34	ENSG00000218016
34	ENSG00000272312
34	ENSG00000198315
34	ENSG00000196374
34	ENSG00000137185
34	ENSG00000196812
35	ENSG00000031691
35	ENSG00000146085
35	ENSG00000197261
35	ENSG00000226707
35	ENSG00000096006
35	ENSG00000226733
35	ENSG00000230204
35	ENSG00000008197
35	ENSG00000240641
36	ENSG00000130363
36	ENSG00000092820
36	ENSG00000164691
36	ENSG00000271913
36	ENSG00000236537
36	ENSG00000236823
36	ENSG00000207392
36	ENSG00000251988
36	ENSG00000226032
36	ENSG00000197081
36	ENSG00000146425
36	ENSG00000243373
36	ENSG00000120438
36	ENSG00000112096
36	ENSG00000233682
36	ENSG00000233893
36	ENSG00000206910
36	ENSG00000203711
36	ENSG00000146457
36	ENSG00000218226
36	ENSG00000112499
36	ENSG00000224478
36	ENSG00000112110
36	ENSG00000146453
36	ENSG00000237927
36	ENSG00000220305
36	ENSG00000120437
36	ENSG00000130368
36	ENSG00000175003
36	ENSG00000268257
36	ENSG00000270949
36	ENSG00000085511
36	ENSG00000216480
36	ENSG00000146477
36	ENSG00000198670
36	ENSG00000272841
36	ENSG00000213071
36	ENSG00000122194
36	ENSG00000243831
37	ENSG00000112530
37	ENSG00000227913
37	ENSG00000228692
37	ENSG00000185345
37	ENSG00000266128
37	ENSG00000235538
37	ENSG00000225683
37	ENSG00000217557
37	ENSG00000270419
37	ENSG00000217514
37	ENSG00000226739
37	ENSG00000260422
37	ENSG00000230627
38	ENSG00000229043
38	ENSG00000146540
38	ENSG00000223855
38	ENSG00000225146
38	ENSG00000178381
38	ENSG00000257607
38	ENSG00000164877
38	ENSG00000164880
38	ENSG00000164855
38	ENSG00000230487
38	ENSG00000230444
38	ENSG00000157778
38	ENSG00000002822
38	ENSG00000164849
38	ENSG00000230914
38	ENSG00000176349
38	ENSG00000122687
38	ENSG00000239857
38	ENSG00000271098
38	ENSG00000236734
38	ENSG00000198517
38	ENSG00000205971
38	ENSG00000106263
38	ENSG00000228334
38	ENSG00000256005
38	ENSG00000201794
38	ENSG00000136213
38	ENSG00000175873
38	ENSG00000106003
38	ENSG00000106012
38	ENSG00000231357
38	ENSG00000188191
38	ENSG00000164818
38	ENSG00000240093
38	ENSG00000164828
38	ENSG00000273151
38	ENSG00000269396
38	ENSG00000105963
38	ENSG00000225968
38	ENSG00000226291
39	ENSG00000229043
39	ENSG00000146540
39	ENSG00000223855
39	ENSG00000225146
39	ENSG00000178381
39	ENSG00000257607
39	ENSG00000164877
39	ENSG00000164880
39	ENSG00000164855
39	ENSG00000230487
39	ENSG00000230444
39	ENSG00000157778
39	ENSG00000002822
39	ENSG00000164849
39	ENSG00000230914
39	ENSG00000176349
39	ENSG00000122687
39	ENSG00000239857
39	ENSG00000271098
39	ENSG00000236734
39	ENSG00000198517
39	ENSG00000205971
39	ENSG00000106263
39	ENSG00000228334
39	ENSG00000256005
39	ENSG00000201794
39	ENSG00000136213
39	ENSG00000175873
39	ENSG00000106003
39	ENSG00000106012
39	ENSG00000231357
39	ENSG00000236081
39	ENSG00000146535
39	ENSG00000136295
39	ENSG00000174945
39	ENSG00000198286
39	ENSG00000236708
39	ENSG00000106266
39	ENSG00000226291
4	ENSG00000186409
4	ENSG00000177868
4	ENSG00000066185
4	ENSG00000177181
4	ENSG00000164008
4	ENSG00000228452
4	ENSG00000127125
4	ENSG00000164007
4	ENSG00000230116
4	ENSG00000171960
4	ENSG00000164011
4	ENSG00000164010
4	ENSG00000227533
4	ENSG00000243710
4	ENSG00000186973
4	ENSG00000229431
4	ENSG00000234917
4	ENSG00000197273
4	ENSG00000117395
4	ENSG00000228776
4	ENSG00000229444
4	ENSG00000233674
4	ENSG00000179178
4	ENSG00000229348
4	ENSG00000178922
4	ENSG00000066056
4	ENSG00000117399
4	ENSG00000066322
4	ENSG00000159479
4	ENSG00000066135
4	ENSG00000228192
4	ENSG00000117407
4	ENSG00000142949
4	ENSG00000236180
4	ENSG00000117411
4	ENSG00000229372
4	ENSG00000159214
4	ENSG00000117408
4	ENSG00000117410
4	ENSG00000171872
4	ENSG00000117400
4	ENSG00000237950
4	ENSG00000200913
4	ENSG00000142959
4	ENSG00000178028
4	ENSG00000230615
4	ENSG00000225721
4	ENSG00000132768
4	ENSG00000271329
4	ENSG00000070785
4	ENSG00000202444
4	ENSG00000198520
4	ENSG00000234093
4	ENSG00000236624
40	ENSG00000106012
40	ENSG00000231357
40	ENSG00000201794
40	ENSG00000236081
40	ENSG00000146535
40	ENSG00000136295
40	ENSG00000002822
40	ENSG00000174945
40	ENSG00000198286
40	ENSG00000236708
40	ENSG00000271098
40	ENSG00000106263
40	ENSG00000106266
40	ENSG00000228334
40	ENSG00000271163
40	ENSG00000146555
40	ENSG00000236510
40	ENSG00000217455
40	ENSG00000106009
40	ENSG00000122687
40	ENSG00000230914
40	ENSG00000224593
40	ENSG00000272595
40	ENSG00000218823
40	ENSG00000196204
40	ENSG00000270822
40	ENSG00000273313
40	ENSG00000164638
40	ENSG00000213935
41	ENSG00000127947
41	ENSG00000214293
41	ENSG00000135211
41	ENSG00000187257
41	ENSG00000250990
41	ENSG00000237815
41	ENSG00000186088
41	ENSG00000006576
41	ENSG00000186704
41	ENSG00000135205
41	ENSG00000235751
41	ENSG00000226978
41	ENSG00000232756
41	ENSG00000226230
41	ENSG00000234456
41	ENSG00000229110
42	ENSG00000164604
42	ENSG00000128573
42	ENSG00000270997
42	ENSG00000135272
42	ENSG00000244565
42	ENSG00000243345
42	ENSG00000135269
43	ENSG00000164604
43	ENSG00000128573
43	ENSG00000270997
43	ENSG00000135272
43	ENSG00000244565
43	ENSG00000243345
43	ENSG00000135269
44	ENSG00000269918
44	ENSG00000254093
44	ENSG00000254556
44	ENSG00000272267
44	ENSG00000261451
44	ENSG00000253649
44	ENSG00000175806
44	ENSG00000272505
44	ENSG00000255310
44	ENSG00000258724
44	ENSG00000173273
44	ENSG00000254237
44	ENSG00000184647
44	ENSG00000171060
44	ENSG00000253641
44	ENSG00000171044
44	ENSG00000215346
44	ENSG00000154316
44	ENSG00000254936
44	ENSG00000255020
44	ENSG00000253678
44	ENSG00000104643
44	ENSG00000183638
44	ENSG00000177710
44	ENSG00000154319
44	ENSG00000254774
44	ENSG00000239315
44	ENSG00000236827
44	ENSG00000171056
44	ENSG00000164733
44	ENSG00000255046
44	ENSG00000206014
44	ENSG00000154328
44	ENSG00000255174
44	ENSG00000205882
44	ENSG00000254507
44	ENSG00000255098
44	ENSG00000205884
44	ENSG00000255052
44	ENSG00000254923
44	ENSG00000223443
44	ENSG00000226430
44	ENSG00000255394
44	ENSG00000249889
44	ENSG00000255495
44	ENSG00000227203
44	ENSG00000254527
44	ENSG00000233609
44	ENSG00000254235
44	ENSG00000254091
44	ENSG00000253343
44	ENSG00000253252
44	ENSG00000263616
44	ENSG00000254153
44	ENSG00000147324
45	ENSG00000272076
45	ENSG00000253664
45	ENSG00000168300
45	ENSG00000254225
45	ENSG00000147485
45	ENSG00000254314
45	ENSG00000023287
45	ENSG00000147488
45	ENSG00000206144
45	ENSG00000244159
45	ENSG00000237807
45	ENSG00000082556
45	ENSG00000147509
45	ENSG00000253924
45	ENSG00000183729
45	ENSG00000253668
45	ENSG00000254687
45	ENSG00000244107
46	ENSG00000253738
46	ENSG00000155099
46	ENSG00000254251
46	ENSG00000214954
46	ENSG00000253250
46	ENSG00000233778
46	ENSG00000253371
46	ENSG00000253177
46	ENSG00000079102
46	ENSG00000155100
46	ENSG00000253901
46	ENSG00000253634
46	ENSG00000271202
46	ENSG00000205133
46	ENSG00000251234
46	ENSG00000253749
46	ENSG00000254057
46	ENSG00000268080
46	ENSG00000248858
46	ENSG00000264448
47	ENSG00000259758
47	ENSG00000169398
47	ENSG00000253574
47	ENSG00000253595
47	ENSG00000254197
47	ENSG00000226807
47	ENSG00000105339
47	ENSG00000253266
47	ENSG00000167632
47	ENSG00000253210
47	ENSG00000022567
47	ENSG00000253307
47	ENSG00000261655
47	ENSG00000204882
47	ENSG00000271959
47	ENSG00000261710
47	ENSG00000254183
47	ENSG00000253605
47	ENSG00000244998
47	ENSG00000226490
47	ENSG00000184489
47	ENSG00000253602
47	ENSG00000253715
47	ENSG00000261693
47	ENSG00000253741
47	ENSG00000234616
47	ENSG00000171045
47	ENSG00000197353
47	ENSG00000126233
47	ENSG00000253716
47	ENSG00000180155
47	ENSG00000160882
47	ENSG00000130193
47	ENSG00000167653
47	ENSG00000182851
47	ENSG00000167656
48	ENSG00000270547
48	ENSG00000223568
48	ENSG00000235448
48	ENSG00000234586
48	ENSG00000229268
48	ENSG00000147862
48	ENSG00000229029
48	ENSG00000223672
48	ENSG00000272871
48	ENSG00000214110
48	ENSG00000225472
48	ENSG00000234297
48	ENSG00000175893
48	ENSG00000273399
48	ENSG00000147869
48	ENSG00000234982
48	ENSG00000155158
48	ENSG00000164946
48	ENSG00000215237
48	ENSG00000232000
48	ENSG00000164989
48	ENSG00000240613
48	ENSG00000164975
49	ENSG00000187553
49	ENSG00000095596
49	ENSG00000107864
49	ENSG00000225118
49	ENSG00000226425
49	ENSG00000148690
49	ENSG00000108231
49	ENSG00000095464
49	ENSG00000152804
49	ENSG00000138119
49	ENSG00000138193
49	ENSG00000186188
49	ENSG00000213432
49	ENSG00000176273
49	ENSG00000138207
49	ENSG00000227995
49	ENSG00000231575
49	ENSG00000228553
49	ENSG00000268894
49	ENSG00000108242
49	ENSG00000225354
49	ENSG00000173145
49	ENSG00000119969
49	ENSG00000165841
49	ENSG00000230338
49	ENSG00000235746
49	ENSG00000138115
5	ENSG00000228971
5	ENSG00000122481
5	ENSG00000235501
5	ENSG00000152078
5	ENSG00000224081
5	ENSG00000237435
5	ENSG00000237954
5	ENSG00000226026
5	ENSG00000117569
5	ENSG00000226128
5	ENSG00000228057
5	ENSG00000270911
5	ENSG00000232542
50	ENSG00000260461
50	ENSG00000107960
50	ENSG00000065621
50	ENSG00000148834
50	ENSG00000156395
50	ENSG00000197748
50	ENSG00000156384
50	ENSG00000107954
50	ENSG00000148835
50	ENSG00000231233
50	ENSG00000273485
50	ENSG00000148843
50	ENSG00000212413
50	ENSG00000221767
50	ENSG00000228261
50	ENSG00000148841
50	ENSG00000266754
50	ENSG00000120051
50	ENSG00000226387
50	ENSG00000213260
50	ENSG00000229775
51	ENSG00000260461
51	ENSG00000065621
51	ENSG00000107960
51	ENSG00000148834
51	ENSG00000156395
51	ENSG00000197748
51	ENSG00000156384
51	ENSG00000107954
51	ENSG00000148835
51	ENSG00000231233
51	ENSG00000273485
51	ENSG00000148843
51	ENSG00000212413
51	ENSG00000221767
